,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,aging,credit_risk,loss_reverse
2677,21467,9,9,"Kalimantan Selatan, 22-01-1967",56,Profesional,Cerai mati,perempuan,SMP,Not-employed,2,200000,3,22833333,1,124,7,73,2,15500000,Diragukan,Tidak tertagih dengan resiko tinggi,11416667
2678,92382,5,14,"Kalimantan Barat, 21-06-1960",63,Pegawai Negeri,Cerai hidup,laki-laki,SD,Not-employed,2,200000,5,18500000,1,141,8,16,2,8000000,Diragukan,Tidak tertagih dengan resiko tinggi,9250000
2679,91420,20,13,"Bali, 05-06-1964",59,Pegawai Negeri,Cerai mati,perempuan,D3,Retired,4,10500000,8,55666667,16,59,4,321,2,9500000,DPK,Tertagih dengan resiko tinggi,27833333
2680,55977,9,6,"Sulawesi Selatan, 13-10-1980",43,Buruh,Belum menikah,perempuan,S1,Retired,2,18000000,8,47000000,20,0,0,626,0,5000000,Lancar,Tertagih dengan resiko rendah,0
2681,8762,12,20,"Gorontalo, 20-01-1968",55,Pengusaha,Belum menikah,laki-laki,S2,Full-time,3,26000000,6,144833333,33,19,1,518,1,13000000,DPK,Tidak tertagih dengan resiko rendah,36208333
2682,22547,4,8,"Sumatera Barat, 02-02-1990",33,Pegawai Negeri,Cerai mati,laki-laki,D3,Full-time,3,19500000,5,74000000,22,39,2,659,1,15500000,DPK,Tertagih dengan resiko rendah,18500000
2683,3020,10,13,"Jawa Tengah, 27-03-1987",36,Buruh,Cerai mati,laki-laki,S1,Full-time,4,24000000,5,63833333,21,29,2,428,1,7000000,DPK,Tertagih dengan resiko rendah,15958333
2684,31494,6,4,"Nusa Tenggara Barat, 21-10-1984",39,Pengusaha,Belum menikah,perempuan,S2,Full-time,2,21000000,7,60166667,25,25,2,682,1,16000000,DPK,Tertagih dengan resiko rendah,15041667
2685,81570,11,5,"Sulawesi Utara, 09-03-1971",52,Profesional,Belum menikah,perempuan,S1,Full-time,2,26000000,3,136000000,31,38,3,385,1,5000000,DPK,Tidak tertagih dengan resiko rendah,34000000
2686,55020,15,9,"Nusa Tenggara Timur, 11-09-1997",26,Profesional,Belum menikah,laki-laki,SMA,Internship,1,4700000,8,16500000,1,154,9,95,2,6000000,Diragukan,Tidak tertagih dengan resiko tinggi,8250000
2687,22784,18,18,"Jawa Tengah, 05-11-1985",38,Pengusaha,Cerai mati,laki-laki,D3,Retired,3,10500000,4,56000000,10,26,2,262,1,8500000,DPK,Tertagih dengan resiko rendah,14000000
2688,59365,19,19,"Kalimantan Timur, 11-08-1986",37,Pengusaha,Menikah,perempuan,D3,Full-time,0,20500000,1,67000000,7,58,7,209,1,15500000,DPK,Tertagih dengan resiko rendah,16750000
2689,23800,3,18,"Bali, 25-04-1984",39,Buruh,Cerai hidup,perempuan,S2,Full-time,4,24000000,8,61666667,11,106,8,175,1,28000000,Kurang lancar,Tertagih dengan resiko rendah,15416667
2690,3512,7,4,"Kepulauan Riau, 27-12-1972",51,Profesional,Cerai hidup,perempuan,S2,Retired,2,13000000,1,54333333,9,53,4,313,1,4500000,DPK,Tertagih dengan resiko rendah,13583333
2691,60337,11,11,"Sumatera Utara, 04-03-1985",38,Buruh,Cerai hidup,perempuan,D3,Part-time,0,11500000,6,52333333,18,39,2,364,1,7000000,DPK,Tertagih dengan resiko rendah,13083333
2692,51291,3,8,"Lampung, 04-09-1994",29,Pegawai Negeri,Cerai hidup,perempuan,D2,Retired,3,14500000,6,55333333,17,66,3,203,2,10000000,DPK,Tertagih dengan resiko tinggi,27666667
2693,76727,13,9,"Kalimantan Tengah, 01-11-1969",54,Pegawai Negeri,Menikah,laki-laki,S1,Retired,2,21000000,6,50833333,23,7,3,463,0,19500000,DPK,Tertagih dengan resiko rendah,0
2694,73013,14,3,"Kepulauan Riau, 07-08-1986",37,Pegawai Negeri,Cerai mati,perempuan,S1,Retired,2,21000000,4,61000000,17,30,1,528,1,8000000,DPK,Tertagih dengan resiko rendah,15250000
2695,27794,19,18,"Sulawesi Selatan, 12-01-1968",55,Pegawai Swasta,Menikah,laki-laki,D1,Full-time,0,24500000,7,64666667,20,51,3,571,1,12500000,DPK,Tertagih dengan resiko rendah,16166667
2696,49992,18,3,"Kalimantan Tengah, 03-03-1960",63,Pegawai Swasta,Menikah,laki-laki,S1,Full-time,2,26000000,6,142166667,33,86,5,646,2,5500000,DPK,Tidak tertagih dengan resiko rendah,71083333
2697,46458,11,18,"Gorontalo, 27-05-1995",28,Pengusaha,Belum menikah,laki-laki,S1,Full-time,4,24000000,6,60166667,14,145,8,162,2,38500000,Diragukan,Tertagih dengan resiko tinggi,30083333
2698,61687,13,12,"Sulawesi Selatan, 07-07-1972",51,Pegawai Negeri,Menikah,perempuan,D3,Full-time,5,17500000,3,71500000,11,112,6,154,2,7000000,Kurang lancar,Tertagih dengan resiko tinggi,35750000
2699,54072,9,20,"Gorontalo, 12-08-1964",59,Buruh,Cerai mati,perempuan,D3,Retired,3,15500000,4,58666667,6,138,8,170,2,4000000,Diragukan,Tertagih dengan resiko tinggi,29333333
2700,52876,15,10,"Kepulauan Bangka Belitung, 04-02-1992",31,Pengusaha,Cerai mati,laki-laki,D1,Contract,0,10500000,1,57166667,9,22,1,389,1,5500000,DPK,Tertagih dengan resiko rendah,14291667
2701,8824,9,6,"Sumatera Barat, 19-09-1960",63,Pegawai Swasta,Cerai hidup,laki-laki,SMP,Not-employed,2,200000,8,17000000,2,84,8,21,1,7500000,DPK,Tidak tertagih dengan resiko tinggi,4250000
2702,75898,14,17,"Maluku Utara, 03-01-1965",58,Pegawai Swasta,Menikah,perempuan,SMA,Contract,1,5700000,3,63333333,17,9,1,491,0,4000000,DPK,Tertagih dengan resiko rendah,0
2703,35413,1,19,"Sulawesi Barat, 10-05-1975",48,Pegawai Negeri,Belum menikah,laki-laki,S1,Retired,4,17000000,4,57333333,9,148,8,215,5,4500000,Diragukan,Tertagih dengan resiko tinggi,71666667
2704,80586,14,4,"Sulawesi Tenggara, 15-07-1969",54,Buruh,Cerai mati,laki-laki,SMA,Contract,2,11700000,8,58500000,13,61,4,479,1,14500000,DPK,Tertagih dengan resiko rendah,14625000
2705,87708,2,5,"Nusa Tenggara Timur, 05-09-1997",26,Pengusaha,Menikah,perempuan,S2,Retired,4,18000000,8,58166667,6,142,8,281,2,17500000,Diragukan,Tertagih dengan resiko tinggi,29083333
2706,24194,9,19,"Kalimantan Timur, 22-10-1979",44,Pegawai Negeri,Cerai mati,perempuan,D2,Retired,4,10500000,3,55666667,3,0,0,272,0,18500000,Lancar,Tertagih dengan resiko rendah,0
2707,98537,7,16,"Riau, 09-04-1987",36,Pegawai Negeri,Cerai hidup,laki-laki,D1,Full-time,1,15500000,1,58000000,1,158,8,145,2,16000000,Diragukan,Tertagih dengan resiko tinggi,29000000
2708,37814,11,8,"DKI Jakarta, 19-12-1963",60,Profesional,Menikah,perempuan,S1,Full-time,4,24000000,2,67500000,2,132,6,207,3,4000000,Diragukan,Tertagih dengan resiko tinggi,50625000
2709,24668,18,14,"Jambi, 01-08-1983",40,Pegawai Swasta,Belum menikah,laki-laki,D3,Contract,0,10500000,1,64833333,10,79,3,477,1,13000000,DPK,Tertagih dengan resiko rendah,16208333
2710,94632,8,1,"Sulawesi Selatan, 04-09-1993",30,Profesional,Belum menikah,laki-laki,SMA,Contract,1,13700000,2,60500000,10,62,3,370,1,7500000,DPK,Tertagih dengan resiko rendah,15125000
2711,77475,5,13,"Kepulauan Riau, 19-03-1967",56,Buruh,Belum menikah,perempuan,D1,Full-time,0,28500000,7,140333333,31,0,0,680,0,9500000,Lancar,Tidak tertagih dengan resiko rendah,0
2712,93040,6,17,"Sumatera Selatan, 04-10-1976",47,Profesional,Cerai mati,perempuan,D3,Full-time,0,15500000,3,56666667,22,32,2,511,1,14500000,DPK,Tertagih dengan resiko rendah,14166667
2713,61235,12,1,"Sulawesi Barat, 15-01-1964",59,Buruh,Belum menikah,perempuan,D1,Retired,4,10500000,7,56833333,19,42,2,230,2,4000000,DPK,Tertagih dengan resiko rendah,28416667
2714,44515,7,8,"Papua Barat, 22-07-1964",59,Pegawai Negeri,Cerai hidup,laki-laki,SMA,Contract,4,9700000,9,55166667,5,9,2,230,0,13000000,DPK,Tertagih dengan resiko rendah,0
2715,21682,5,15,"Bengkulu, 10-02-1988",35,Buruh,Cerai hidup,laki-laki,S1,Contract,4,27000000,2,132666667,10,160,9,424,4,8000000,Diragukan,Tidak tertagih dengan resiko rendah,132666667
2716,48121,4,1,"Papua Barat, 20-12-1997",26,Pegawai Negeri,Cerai hidup,laki-laki,SMA,Contract,1,9700000,4,58166667,19,0,0,322,0,3500000,Lancar,Tertagih dengan resiko rendah,0
2717,21041,11,4,"Maluku Utara, 07-01-1994",29,Pegawai Negeri,Cerai hidup,perempuan,SMP,Not-employed,2,200000,5,23333333,1,121,6,5,1,7000000,Diragukan,Tidak tertagih dengan resiko tinggi,5833333
2718,41095,4,16,"Bali, 31-03-1991",32,Pegawai Negeri,Cerai hidup,laki-laki,D3,Retired,3,20500000,6,62833333,23,14,2,511,0,5500000,DPK,Tertagih dengan resiko rendah,0
2719,13002,14,18,"Jawa Barat, 30-01-1971",52,Pegawai Swasta,Cerai hidup,perempuan,S3,Retired,4,18000000,5,67500000,14,52,4,216,1,3000000,DPK,Tertagih dengan resiko rendah,16875000
2720,54845,10,1,"Papua Barat, 01-11-1989",34,Buruh,Cerai mati,laki-laki,D1,Retired,3,25500000,4,142500000,25,0,0,454,0,6000000,Lancar,Tidak tertagih dengan resiko rendah,0
2721,39385,1,6,"Sumatera Selatan, 08-03-1987",36,Pegawai Negeri,Menikah,perempuan,S1,Full-time,3,19000000,3,54166667,23,10,1,596,0,4500000,DPK,Tertagih dengan resiko rendah,0
2722,68073,10,16,"Bengkulu, 17-10-1989",34,Profesional,Cerai mati,perempuan,D3,Contract,0,18500000,7,60666667,1,157,10,107,2,11000000,Diragukan,Tertagih dengan resiko tinggi,30333333
2723,20816,10,8,"Sulawesi Tengah, 05-03-1975",48,Pengusaha,Belum menikah,laki-laki,D1,Part-time,0,10500000,2,62166667,15,11,2,404,0,11500000,DPK,Tertagih dengan resiko rendah,0
2724,89080,1,3,"Kalimantan Utara, 14-03-1982",41,Pengusaha,Belum menikah,laki-laki,SMA,Part-time,1,9700000,1,55833333,8,28,1,396,1,4500000,DPK,Tertagih dengan resiko rendah,13958333
2725,89836,20,20,"Papua Barat, 11-09-1994",29,Pegawai Negeri,Cerai mati,laki-laki,D1,Full-time,1,19500000,3,66000000,22,27,3,638,0,6000000,DPK,Tertagih dengan resiko rendah,0
2726,55825,2,14,"Jawa Tengah, 11-11-1963",60,Pengusaha,Belum menikah,perempuan,D3,Full-time,3,17500000,5,61166667,12,140,9,292,1,13500000,Diragukan,Tertagih dengan resiko rendah,15291667
2727,39186,15,15,"Sumatera Utara, 07-03-1979",44,Pegawai Negeri,Menikah,laki-laki,S1,Retired,4,13000000,8,54833333,11,58,4,337,1,4000000,DPK,Tertagih dengan resiko rendah,13708333
2728,22832,8,13,"Bengkulu, 29-02-1984",39,Pegawai Negeri,Menikah,laki-laki,D1,Full-time,3,17500000,8,50833333,16,0,0,574,0,8000000,Lancar,Tertagih dengan resiko rendah,0
2729,65615,1,18,"Kepulauan Bangka Belitung, 26-02-1987",36,Profesional,Cerai mati,perempuan,S3,Full-time,4,19000000,7,60666667,5,126,7,235,3,10500000,Diragukan,Tertagih dengan resiko tinggi,45500000
2730,71162,7,12,"Kepulauan Riau, 03-11-1962",61,Pengusaha,Menikah,perempuan,D1,Retired,4,10500000,5,54500000,5,29,2,269,1,7000000,DPK,Tertagih dengan resiko rendah,13625000
2731,27637,2,20,"Kepulauan Riau, 03-04-1974",49,Pegawai Swasta,Cerai hidup,perempuan,S1,Retired,4,21000000,7,70166667,6,64,7,127,1,18000000,DPK,Tertagih dengan resiko rendah,17541667
2732,23088,2,6,"Bengkulu, 14-09-1964",59,Profesional,Belum menikah,perempuan,D3,Retired,3,18500000,2,58166667,25,19,1,502,1,10000000,DPK,Tertagih dengan resiko rendah,14541667
2733,81370,6,19,"Jawa Timur, 04-07-1970",53,Pegawai Swasta,Cerai mati,perempuan,SMA,Contract,1,11700000,9,55000000,16,54,3,290,1,7500000,DPK,Tertagih dengan resiko rendah,13750000
2734,27692,8,12,"Sulawesi Tengah, 12-09-1983",40,Pegawai Swasta,Belum menikah,laki-laki,S3,Retired,2,13000000,4,59000000,4,71,3,400,2,5000000,DPK,Tertagih dengan resiko tinggi,29500000
2735,3051,15,18,"DI Yogyakarta, 10-06-1964",59,Profesional,Cerai mati,perempuan,D2,Retired,4,18500000,1,52500000,3,154,9,126,3,6000000,Diragukan,Tertagih dengan resiko tinggi,39375000
2736,47272,11,10,"Kalimantan Utara, 26-04-1978",45,Buruh,Belum menikah,perempuan,D3,Full-time,3,17500000,5,57833333,14,167,8,262,2,9000000,Diragukan,Tertagih dengan resiko tinggi,28916667
2737,51437,13,17,"Maluku Utara, 24-12-1994",29,Buruh,Cerai mati,perempuan,D1,Full-time,5,17500000,2,61333333,12,112,7,207,2,7000000,Kurang lancar,Tertagih dengan resiko tinggi,30666667
2738,57702,14,17,"Jawa Timur, 09-04-1964",59,Pegawai Negeri,Cerai hidup,laki-laki,SMA,Contract,1,13700000,5,59333333,5,120,7,318,2,7000000,Kurang lancar,Tertagih dengan resiko tinggi,29666667
2739,37406,12,7,"Kalimantan Timur, 29-04-1995",28,Buruh,Menikah,laki-laki,SMA,Contract,1,12700000,8,57833333,3,52,3,310,1,8500000,DPK,Tertagih dengan resiko rendah,14458333
2740,94510,18,4,"Sumatera Barat, 17-07-1970",53,Pengusaha,Cerai mati,perempuan,S2,Retired,4,18000000,4,57166667,5,119,7,101,2,4000000,Kurang lancar,Tertagih dengan resiko tinggi,28583333
2741,9711,1,20,"Sumatera Utara, 26-12-1992",31,Pegawai Swasta,Menikah,laki-laki,S1,Full-time,4,27000000,8,135333333,19,119,7,446,1,9000000,Kurang lancar,Tidak tertagih dengan resiko rendah,33833333
2742,30185,13,15,"Kepulauan Bangka Belitung, 24-02-1991",32,Profesional,Cerai mati,laki-laki,D2,Contract,0,10500000,4,53166667,18,21,3,458,0,10500000,DPK,Tertagih dengan resiko rendah,0
2743,53528,7,4,"Sumatera Barat, 03-07-1973",50,Profesional,Cerai hidup,perempuan,D1,Full-time,2,17500000,9,42833333,19,47,3,328,1,7500000,DPK,Tertagih dengan resiko rendah,10708333
2744,18105,12,7,"Papua, 14-08-1996",27,Profesional,Cerai mati,perempuan,S2,Retired,4,13000000,1,59500000,15,42,5,468,1,5000000,DPK,Tertagih dengan resiko rendah,14875000
2745,46732,3,9,"Sulawesi Tenggara, 30-08-1963",60,Pegawai Swasta,Belum menikah,perempuan,SMP,Internship,0,2600000,6,16000000,1,117,7,3,3,8000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,12000000
2746,66592,7,3,"Papua Barat, 07-12-1960",63,Profesional,Menikah,perempuan,S2,Full-time,3,27000000,3,138833333,28,42,2,401,1,13000000,DPK,Tidak tertagih dengan resiko rendah,34708333
2747,59041,10,17,"Kalimantan Tengah, 22-10-1989",34,Pengusaha,Cerai mati,laki-laki,D1,Retired,5,10500000,8,57000000,12,58,3,282,1,4000000,DPK,Tertagih dengan resiko rendah,14250000
2748,38785,12,9,"Lampung, 26-05-1984",39,Profesional,Belum menikah,laki-laki,D2,Retired,4,15500000,2,51333333,6,190,10,286,2,7000000,Macet,Tertagih dengan resiko tinggi,25666667
2749,29398,20,18,"Sulawesi Utara, 15-01-1987",36,Pengusaha,Cerai hidup,laki-laki,D3,Full-time,5,17500000,9,66333333,6,186,10,195,2,6000000,Macet,Tertagih dengan resiko tinggi,33166667
2750,75289,4,13,"Sumatera Selatan, 13-05-1996",27,Profesional,Cerai hidup,laki-laki,D1,Full-time,3,17500000,8,51166667,21,60,4,442,1,7500000,DPK,Tertagih dengan resiko rendah,12791667
2751,28606,17,17,"Kepulauan Bangka Belitung, 09-09-1987",36,Buruh,Cerai mati,perempuan,D3,Full-time,0,26500000,9,146666667,35,39,2,496,1,4000000,DPK,Tidak tertagih dengan resiko rendah,36666667
2752,21057,9,14,"Sumatera Barat, 15-11-2000",23,Pegawai Negeri,Cerai mati,perempuan,D1,Retired,4,15500000,2,47000000,7,94,7,196,2,8000000,Kurang lancar,Tertagih dengan resiko tinggi,23500000
2753,39950,15,14,"Nusa Tenggara Timur, 24-09-1966",57,Pegawai Negeri,Belum menikah,laki-laki,D1,Retired,3,11500000,6,63666667,1,45,3,321,1,9500000,DPK,Tertagih dengan resiko rendah,15916667
2754,39337,12,18,"Sulawesi Tenggara, 03-05-1977",46,Pegawai Swasta,Cerai hidup,laki-laki,SMA,Contract,2,11700000,9,62833333,13,28,2,373,1,4000000,DPK,Tertagih dengan resiko rendah,15708333
2755,36507,7,5,"Maluku Utara, 19-10-1973",50,Pegawai Negeri,Cerai mati,perempuan,S2,Contract,2,26000000,2,137000000,27,20,2,525,1,6000000,DPK,Tidak tertagih dengan resiko rendah,34250000
2756,33817,19,15,"Kalimantan Selatan, 27-12-1963",60,Buruh,Cerai mati,laki-laki,D1,Retired,4,15500000,4,77500000,7,88,7,294,2,6000000,DPK,Tertagih dengan resiko tinggi,38750000
2757,3975,8,9,"Aceh, 23-12-1965",58,Pegawai Negeri,Belum menikah,laki-laki,S3,Retired,2,18000000,3,71500000,7,114,9,283,2,15000000,Kurang lancar,Tertagih dengan resiko tinggi,35750000
2758,44400,18,15,"Papua, 25-07-1984",39,Pegawai Negeri,Menikah,laki-laki,D1,Contract,1,10500000,3,55666667,3,66,5,378,1,4000000,DPK,Tertagih dengan resiko rendah,13916667
2759,96750,16,9,"DKI Jakarta, 21-12-1991",32,Pegawai Swasta,Cerai mati,perempuan,S1,Retired,2,13000000,7,57000000,15,44,3,389,1,12000000,DPK,Tertagih dengan resiko rendah,14250000
2760,71329,6,11,"Bengkulu, 02-01-1979",44,Pengusaha,Menikah,laki-laki,S3,Retired,3,13000000,7,54666667,10,24,2,334,1,11500000,DPK,Tertagih dengan resiko rendah,13666667
2761,90524,14,11,"Papua Barat, 01-10-1975",48,Pengusaha,Cerai mati,perempuan,D2,Full-time,0,15500000,6,66000000,21,76,4,698,1,14000000,DPK,Tertagih dengan resiko rendah,16500000
2762,95305,8,11,"Banten, 18-09-1998",25,Buruh,Belum menikah,perempuan,S2,Full-time,4,19000000,2,61333333,4,113,7,123,2,15500000,Kurang lancar,Tertagih dengan resiko tinggi,30666667
2763,48222,13,17,"Jambi, 07-09-1974",49,Profesional,Cerai mati,laki-laki,SMA,Contract,2,6700000,8,63333333,11,57,3,313,2,14000000,DPK,Tertagih dengan resiko tinggi,31666667
2764,12018,2,16,"Sulawesi Tenggara, 26-04-1984",39,Pengusaha,Cerai mati,laki-laki,S1,Retired,4,18000000,7,56166667,9,45,4,228,1,4000000,DPK,Tertagih dengan resiko rendah,14041667
2765,83622,16,10,"Aceh, 03-02-1990",33,Pengusaha,Cerai hidup,perempuan,SMA,Contract,2,10700000,6,58833333,11,9,2,376,0,6000000,DPK,Tertagih dengan resiko rendah,0
2766,95252,20,4,"Sumatera Utara, 23-06-1999",24,Profesional,Menikah,laki-laki,D3,Retired,3,15500000,2,72500000,17,90,5,682,3,11500000,DPK,Tertagih dengan resiko tinggi,54375000
2767,94939,14,6,"DI Yogyakarta, 27-01-1977",46,Pegawai Negeri,Cerai hidup,laki-laki,S1,Full-time,4,27000000,4,143833333,6,97,7,426,1,6000000,Kurang lancar,Tidak tertagih dengan resiko rendah,35958333
2768,50590,14,8,"Sulawesi Utara, 10-06-1996",27,Profesional,Belum menikah,laki-laki,S3,Self-employed,2,26000000,1,142166667,35,91,5,457,2,6000000,Kurang lancar,Tidak tertagih dengan resiko rendah,71083333
2769,62836,12,19,"Jawa Timur, 26-10-1965",58,Profesional,Belum menikah,laki-laki,D2,Retired,4,10500000,4,55333333,11,18,1,301,1,8500000,DPK,Tertagih dengan resiko rendah,13833333
2770,49297,4,16,"Maluku Utara, 26-08-1996",27,Pegawai Swasta,Cerai hidup,laki-laki,S1,Full-time,4,24000000,5,55666667,10,112,7,162,2,4500000,Kurang lancar,Tertagih dengan resiko tinggi,27833333
2771,13326,6,14,"Jawa Timur, 14-01-1992",31,Pegawai Negeri,Belum menikah,perempuan,S2,Retired,4,13000000,7,55166667,19,26,1,411,1,8500000,DPK,Tertagih dengan resiko rendah,13791667
2772,46339,4,9,"Sulawesi Barat, 04-04-1985",38,Pegawai Swasta,Menikah,perempuan,S2,Retired,2,23000000,3,49833333,25,15,2,563,0,8500000,DPK,Tertagih dengan resiko rendah,0
2773,35676,18,16,"Maluku Utara, 13-09-1986",37,Pegawai Negeri,Menikah,perempuan,D3,Retired,4,10500000,4,57333333,15,42,3,287,1,8500000,DPK,Tertagih dengan resiko rendah,14333333
2774,76135,15,18,"Maluku, 03-08-1963",60,Pegawai Swasta,Cerai hidup,perempuan,D1,Contract,2,8500000,8,61000000,7,21,2,395,1,6000000,DPK,Tertagih dengan resiko rendah,15250000
2775,79664,8,6,"Jambi, 07-11-1978",45,Pegawai Swasta,Cerai hidup,laki-laki,S2,Retired,3,18000000,4,70166667,22,48,4,415,1,11000000,DPK,Tertagih dengan resiko rendah,17541667
2776,35618,10,7,"Sulawesi Tenggara, 16-03-1995",28,Buruh,Menikah,laki-laki,S1,Full-time,2,21000000,4,56833333,24,13,1,687,0,4000000,DPK,Tertagih dengan resiko rendah,0
2777,23949,1,19,"Kalimantan Timur, 04-12-1984",39,Pengusaha,Cerai mati,laki-laki,D3,Retired,3,10500000,5,63500000,5,112,6,365,1,9000000,Kurang lancar,Tertagih dengan resiko rendah,15875000
2778,98889,6,15,"Papua Barat, 22-10-1977",46,Buruh,Menikah,perempuan,D2,Full-time,4,17500000,2,81000000,12,179,11,158,2,13000000,Diragukan,Tertagih dengan resiko tinggi,40500000
2779,63012,13,18,"Kepulauan Riau, 02-05-1999",24,Buruh,Cerai mati,perempuan,S1,Retired,2,18000000,5,62333333,17,1,1,571,0,10000000,DPK,Tertagih dengan resiko rendah,0
2780,4763,5,15,"Lampung, 08-01-1982",41,Pengusaha,Menikah,perempuan,D3,Retired,4,15500000,1,77500000,14,151,8,290,3,6500000,Diragukan,Tertagih dengan resiko tinggi,58125000
2781,43455,15,2,"Maluku Utara, 29-06-1961",62,Profesional,Cerai mati,perempuan,S2,Retired,2,14000000,4,58166667,6,160,9,303,2,3500000,Diragukan,Tertagih dengan resiko tinggi,29083333
2782,3964,4,8,"Sulawesi Barat, 28-03-1998",25,Buruh,Cerai mati,laki-laki,S2,Full-time,4,29000000,2,138833333,13,126,10,458,2,7500000,Diragukan,Tidak tertagih dengan resiko rendah,69416667
2783,78078,4,16,"Jambi, 28-09-1975",48,Pegawai Swasta,Menikah,perempuan,S1,Full-time,3,19000000,8,77666667,25,42,2,443,1,10000000,DPK,Tertagih dengan resiko rendah,19416667
2784,230,20,10,"Bengkulu, 15-03-1967",56,Buruh,Menikah,perempuan,S1,Retired,3,13000000,8,58166667,12,30,1,351,1,7000000,DPK,Tertagih dengan resiko rendah,14541667
2785,35782,11,3,"Kalimantan Selatan, 08-09-1989",34,Profesional,Cerai mati,laki-laki,S3,Retired,4,18000000,8,61166667,5,100,7,247,2,7000000,Kurang lancar,Tertagih dengan resiko tinggi,30583333
2786,22155,4,9,"Kepulauan Riau, 27-05-2000",23,Pegawai Negeri,Belum menikah,perempuan,D1,Full-time,2,21500000,4,53833333,21,40,3,558,1,8000000,DPK,Tertagih dengan resiko rendah,13458333
2787,33377,7,5,"Maluku Utara, 02-02-1969",54,Pegawai Negeri,Cerai mati,perempuan,S1,Contract,4,19000000,6,57333333,21,46,4,541,1,17500000,DPK,Tertagih dengan resiko rendah,14333333
2788,84378,2,12,"Bengkulu, 27-10-1996",27,Pegawai Negeri,Menikah,perempuan,D3,Full-time,0,26500000,7,137166667,3,114,7,363,2,4500000,Kurang lancar,Tidak tertagih dengan resiko rendah,68583333
2789,94340,10,13,"Bengkulu, 10-05-1962",61,Pegawai Negeri,Menikah,perempuan,S1,Retired,4,18000000,7,64833333,6,138,9,247,1,11500000,Diragukan,Tertagih dengan resiko tinggi,16208333
2790,32106,1,9,"Jawa Timur, 21-06-1971",52,Pengusaha,Belum menikah,laki-laki,D3,Contract,0,25500000,1,143000000,26,0,0,513,0,15000000,Lancar,Tidak tertagih dengan resiko rendah,0
2791,60880,14,9,"Aceh, 03-12-1996",27,Profesional,Belum menikah,laki-laki,D3,Retired,3,17500000,3,57166667,24,37,3,538,1,8000000,DPK,Tertagih dengan resiko rendah,14291667
2792,21178,5,5,"Banten, 15-08-1993",30,Profesional,Cerai mati,laki-laki,D2,Retired,3,10500000,2,63333333,10,52,2,259,1,7500000,DPK,Tertagih dengan resiko rendah,15833333
2793,35869,11,2,"Kepulauan Riau, 14-10-1975",48,Pegawai Swasta,Belum menikah,laki-laki,D1,Contract,1,10500000,5,56333333,5,26,3,402,0,10000000,DPK,Tertagih dengan resiko rendah,0
2794,9999,12,6,"Sumatera Barat, 20-08-1965",58,Pegawai Swasta,Cerai hidup,perempuan,S2,Retired,4,15000000,2,74666667,13,107,7,195,1,13000000,Kurang lancar,Tertagih dengan resiko rendah,18666667
2795,60539,10,8,"Nusa Tenggara Barat, 24-09-1984",39,Buruh,Cerai mati,laki-laki,S2,Full-time,2,21000000,3,69666667,24,52,3,468,1,4500000,DPK,Tertagih dengan resiko rendah,17416667
2796,94509,20,9,"Lampung, 18-03-1977",46,Profesional,Menikah,perempuan,SMA,Part-time,2,7700000,1,56000000,7,3,2,342,0,4500000,DPK,Tertagih dengan resiko rendah,0
2797,10551,8,9,"Kepulauan Bangka Belitung, 14-12-1975",48,Pengusaha,Belum menikah,perempuan,S1,Full-time,4,24000000,6,41666667,24,52,3,533,1,11000000,DPK,Tertagih dengan resiko rendah,10416667
2798,8544,18,14,"Kalimantan Barat, 25-08-1985",38,Profesional,Cerai hidup,perempuan,S1,Retired,3,13000000,3,59333333,19,33,3,410,1,14500000,DPK,Tertagih dengan resiko rendah,14833333
2799,90417,11,10,"Papua, 31-12-1964",59,Profesional,Cerai hidup,laki-laki,D3,Retired,3,18500000,1,54833333,16,20,2,439,0,7500000,DPK,Tertagih dengan resiko rendah,0
2800,75195,11,18,"Jawa Timur, 09-05-1994",29,Pegawai Swasta,Cerai hidup,perempuan,S1,Retired,3,13000000,2,59666667,4,68,3,436,1,5500000,DPK,Tertagih dengan resiko rendah,14916667
2801,2857,13,15,"Kalimantan Utara, 23-05-1971",52,Profesional,Cerai mati,perempuan,D1,Retired,3,17500000,5,58000000,23,80,7,653,1,10500000,DPK,Tertagih dengan resiko rendah,14500000
2802,26769,17,5,"Banten, 06-02-1984",39,Pegawai Swasta,Menikah,laki-laki,D1,Retired,5,10500000,7,57166667,14,25,1,239,1,14500000,DPK,Tertagih dengan resiko rendah,14291667
2803,91866,12,10,"Aceh, 08-02-1964",59,Pegawai Negeri,Cerai hidup,laki-laki,D1,Contract,3,18500000,5,64000000,18,43,5,548,0,6000000,DPK,Tertagih dengan resiko rendah,0
2804,24087,20,3,"Jawa Timur, 14-02-2000",23,Pegawai Negeri,Menikah,perempuan,S1,Full-time,3,24000000,2,76000000,20,29,1,547,1,5000000,DPK,Tertagih dengan resiko rendah,19000000
2805,73659,18,17,"Jawa Barat, 26-01-1973",50,Pengusaha,Cerai mati,laki-laki,S2,Contract,3,19000000,6,63000000,24,67,4,582,1,7500000,DPK,Tertagih dengan resiko rendah,15750000
