,time_to_collect,avg_bill_methods,debtor_volume_handled,bill_amount_collected,total_actual,total_cost,success_rate,collector_age,collector_marital_status,collector_gender
638,18,datang ke tempat,48,588000000,720000000,87324415,82.0,57,Cerai hidup,laki-laki
639,6,surat panggilan,29,200000000,246000000,2295753,81.0,63,Belum menikah,perempuan
640,11,panggilan,41,753000000,766500000,8624149,98.0,36,Belum menikah,perempuan
641,8,surat panggilan,31,33500000,124500000,2095986,27.0,36,Menikah,perempuan
642,6,surat panggilan,38,228500000,511000000,2370971,45.0,58,Menikah,perempuan
643,23,datang ke tempat,44,122000000,1481500000,319125726,8.0,32,Menikah,laki-laki
644,24,datang ke tempat,66,148000000,360000000,85885298,41.0,47,Cerai mati,perempuan
645,11,panggilan,48,118000000,915000000,44297949,13.0,25,Belum menikah,perempuan
646,9,surat panggilan,39,345500000,348500000,3216456,99.0,54,Cerai mati,perempuan
647,20,datang ke tempat,50,352000000,853000000,286357995,41.0,53,Menikah,perempuan
648,24,datang ke tempat,59,1480000000,1778500000,583887101,83.0,46,Belum menikah,perempuan
649,20,datang ke tempat,52,250000000,425000000,283273261,59.0,47,Menikah,laki-laki
650,21,datang ke tempat,34,1064000000,1115000000,307698299,95.0,24,Belum menikah,laki-laki
651,19,datang ke tempat,43,1380000000,1442000000,120735113,96.0,26,Cerai hidup,laki-laki
652,9,surat panggilan,33,100500000,168000000,2109881,60.0,34,Cerai hidup,laki-laki
653,9,surat panggilan,29,357500000,431500000,2018664,83.0,37,Menikah,laki-laki
654,17,datang ke tempat,43,304000000,719000000,415419400,42.0,55,Cerai mati,perempuan
655,9,surat panggilan,29,243000000,355000000,2445360,68.0,32,Cerai hidup,laki-laki
656,13,panggilan,36,55000000,187000000,57590617,29.0,49,Menikah,perempuan
657,18,datang ke tempat,32,186000000,632500000,205359400,29.0,46,Cerai hidup,laki-laki
658,0,sms or WA,18,43400000,48500000,834401,89.0,40,Cerai mati,laki-laki
659,6,surat panggilan,39,29500000,229500000,3348246,13.0,27,Cerai mati,laki-laki
660,1,sms or WA,8,30100000,56400000,166829,53.0,47,Cerai mati,perempuan
661,13,panggilan,41,123000000,170500000,69781053,72.0,40,Menikah,laki-laki
662,5,sms or WA,15,52400000,113700000,368415,46.0,43,Cerai mati,laki-laki
663,25,datang ke tempat,60,252000000,252000000,586337527,100.0,62,Menikah,perempuan
664,13,panggilan,35,126000000,370500000,48956006,34.0,37,Cerai hidup,perempuan
665,17,datang ke tempat,38,220000000,1060000000,280967231,21.0,38,Menikah,perempuan
666,26,datang ke tempat,42,260000000,823500000,181450091,32.0,34,Cerai hidup,laki-laki
667,4,sms or WA,3,2100000,12700000,186724,17.0,56,Menikah,laki-laki
668,5,sms or WA,18,35700000,41100000,907781,87.0,41,Menikah,perempuan
669,18,datang ke tempat,49,128000000,1700000000,230057549,8.0,25,Belum menikah,laki-laki
670,4,sms or WA,19,91400000,102300000,418943,89.0,42,Cerai hidup,laki-laki
671,12,panggilan,35,109000000,476500000,39878727,23.0,43,Cerai hidup,laki-laki
672,12,panggilan,44,101000000,233000000,75163730,43.0,33,Cerai hidup,perempuan
673,0,sms or WA,2,8300000,13400000,68212,62.0,29,Cerai hidup,perempuan
674,16,datang ke tempat,51,164000000,1149000000,180857615,14.000000000000002,29,Belum menikah,laki-laki
675,2,sms or WA,1,1500000,3300000,84665,45.0,38,Cerai mati,perempuan
676,19,datang ke tempat,43,414000000,788000000,289711554,53.0,32,Cerai hidup,perempuan
677,28,datang ke tempat,54,1086000000,1615500000,538148545,67.0,40,Cerai mati,laki-laki
678,29,datang ke tempat,30,936000000,981000000,188211944,95.0,45,Cerai hidup,perempuan
679,3,sms or WA,8,3300000,16000000,329136,21.0,57,Cerai hidup,laki-laki
680,7,surat panggilan,22,51000000,146000000,1908189,35.0,24,Belum menikah,perempuan
681,28,datang ke tempat,30,70000000,93000000,105969739,75.0,52,Cerai mati,perempuan
682,4,sms or WA,11,10600000,16400000,496841,65.0,52,Cerai hidup,laki-laki
683,17,datang ke tempat,32,276000000,797500000,281555578,35.0,59,Cerai mati,perempuan
684,7,surat panggilan,38,333000000,483500000,2547836,69.0,27,Belum menikah,laki-laki
685,26,datang ke tempat,49,1302000000,1385000000,182906249,94.0,58,Menikah,perempuan
686,22,datang ke tempat,54,848000000,1045500000,447991418,81.0,62,Belum menikah,perempuan
687,16,datang ke tempat,41,98000000,155500000,212370363,63.0,50,Belum menikah,perempuan
688,29,datang ke tempat,33,506000000,927000000,62652541,55.00000000000001,38,Belum menikah,perempuan
689,23,datang ke tempat,68,528000000,527500000,270695739,100.0,28,Belum menikah,perempuan
690,17,datang ke tempat,45,1328000000,1443000000,341045938,92.0,41,Cerai mati,laki-laki
691,7,surat panggilan,21,12000000,55500000,1777074,22.0,60,Cerai mati,laki-laki
692,25,datang ke tempat,40,892000000,1247000000,318794440,72.0,29,Cerai mati,laki-laki
693,0,sms or WA,7,23200000,44100000,329489,53.0,37,Menikah,laki-laki
694,13,panggilan,48,212000000,368000000,40148858,57.99999999999999,46,Cerai mati,perempuan
695,26,datang ke tempat,38,424000000,653500000,309856428,65.0,31,Cerai hidup,perempuan
696,14,panggilan,33,202000000,415500000,61821965,49.0,43,Cerai mati,perempuan
697,17,datang ke tempat,54,292000000,630000000,259962980,46.0,52,Cerai hidup,laki-laki
698,19,datang ke tempat,54,538000000,864000000,86020329,62.0,54,Menikah,laki-laki
699,3,sms or WA,8,5900000,29200000,159260,20.0,53,Belum menikah,perempuan
700,18,datang ke tempat,38,634000000,793000000,42139084,80.0,30,Menikah,perempuan
701,25,datang ke tempat,65,234000000,587500000,320622155,40.0,62,Menikah,perempuan
702,3,sms or WA,5,24400000,42800000,162538,56.99999999999999,23,Menikah,perempuan
703,0,sms or WA,11,47300000,66000000,210088,72.0,61,Menikah,laki-laki
704,17,datang ke tempat,65,552000000,2153500000,317594683,26.0,28,Belum menikah,perempuan
705,17,datang ke tempat,63,306000000,1047000000,273705827,29.0,39,Cerai hidup,laki-laki
706,13,panggilan,40,52000000,149000000,33365557,35.0,55,Cerai mati,perempuan
707,7,surat panggilan,23,44000000,329500000,1207748,13.0,30,Cerai hidup,perempuan
708,11,panggilan,40,65000000,541000000,81656271,12.0,61,Menikah,laki-laki
709,18,datang ke tempat,48,156000000,424500000,230864734,37.0,61,Menikah,perempuan
710,22,datang ke tempat,39,735000000,735000000,129917904,100.0,54,Cerai hidup,perempuan
711,7,surat panggilan,22,35000000,283000000,2035859,12.0,59,Menikah,laki-laki
712,2,sms or WA,12,28800000,37500000,410908,77.0,52,Menikah,laki-laki
713,28,datang ke tempat,60,1588000000,1887000000,421376602,84.0,26,Menikah,perempuan
714,6,surat panggilan,26,52500000,227500000,1308338,23.0,62,Menikah,perempuan
715,6,surat panggilan,21,19500000,65000000,1619311,30.0,39,Belum menikah,laki-laki
716,1,sms or WA,15,10600000,103700000,512657,10.0,30,Cerai hidup,perempuan
717,9,surat panggilan,38,107000000,122500000,3244036,87.0,33,Menikah,perempuan
718,21,datang ke tempat,39,350000000,630000000,210947958,56.00000000000001,59,Cerai hidup,laki-laki
719,6,surat panggilan,37,136000000,425500000,3449033,32.0,48,Cerai hidup,laki-laki
720,28,datang ke tempat,50,1104000000,1346500000,224054115,82.0,34,Cerai mati,laki-laki
721,20,datang ke tempat,59,722000000,1348000000,174869745,54.0,51,Cerai hidup,perempuan
722,21,datang ke tempat,65,828000000,1546000000,119867988,54.0,34,Cerai mati,laki-laki
723,5,sms or WA,14,9500000,10100000,189082,94.0,38,Menikah,perempuan
724,15,panggilan,40,47000000,87000000,61633778,54.0,42,Cerai mati,perempuan
725,8,surat panggilan,27,46000000,220000000,2337932,21.0,27,Cerai mati,perempuan
726,27,datang ke tempat,35,146000000,287500000,55015552,51.0,32,Cerai hidup,perempuan
727,23,datang ke tempat,32,122000000,719500000,211847475,17.0,32,Belum menikah,laki-laki
728,3,sms or WA,18,70000000,152300000,460109,46.0,40,Cerai mati,laki-laki
729,5,sms or WA,2,17400000,17900000,97766,97.0,30,Menikah,perempuan
730,28,datang ke tempat,36,176000000,384000000,355463699,46.0,47,Cerai mati,laki-laki
731,28,datang ke tempat,69,1334000000,2346000000,477733488,56.99999999999999,44,Menikah,perempuan
732,3,sms or WA,12,61200000,106300000,416426,57.99999999999999,59,Cerai mati,perempuan
733,0,sms or WA,13,57000000,62200000,326174,92.0,34,Cerai mati,laki-laki
734,13,panggilan,42,111000000,145000000,28535787,77.0,58,Cerai hidup,laki-laki
735,11,panggilan,35,94000000,356500000,19442104,26.0,26,Cerai hidup,perempuan
736,21,datang ke tempat,66,246000000,246000000,429243914,100.0,59,Cerai mati,perempuan
737,16,datang ke tempat,68,670000000,668500000,265227304,100.0,47,Menikah,laki-laki
738,8,surat panggilan,34,121000000,307000000,2551836,39.0,26,Cerai hidup,perempuan
739,12,panggilan,34,195000000,314000000,28509287,62.0,25,Menikah,perempuan
740,5,sms or WA,5,10000000,15100000,287829,66.0,59,Cerai hidup,perempuan
741,26,datang ke tempat,59,438000000,601000000,598753976,73.0,40,Cerai mati,perempuan
742,11,panggilan,35,445000000,513500000,41528299,87.0,57,Menikah,perempuan
743,29,datang ke tempat,56,522000000,1052500000,567620177,50.0,36,Cerai mati,laki-laki
744,3,sms or WA,4,23300000,33200000,93295,70.0,29,Cerai mati,perempuan
745,12,panggilan,43,112000000,359500000,10052639,31.0,43,Menikah,perempuan
746,6,surat panggilan,30,213500000,248000000,1735852,86.0,42,Belum menikah,laki-laki
747,1,sms or WA,17,65600000,77800000,757263,84.0,53,Belum menikah,laki-laki
748,4,sms or WA,15,38700000,54900000,793080,70.0,35,Cerai hidup,laki-laki
749,7,surat panggilan,27,226500000,280000000,1870026,81.0,58,Menikah,perempuan
750,2,sms or WA,17,44400000,79800000,170086,56.00000000000001,31,Belum menikah,perempuan
751,1,sms or WA,18,23900000,80600000,849902,30.0,32,Cerai hidup,perempuan
752,3,sms or WA,16,73900000,77400000,647126,95.0,41,Cerai mati,perempuan
753,0,sms or WA,6,14800000,32300000,72797,46.0,47,Cerai mati,perempuan
754,10,surat panggilan,33,87000000,96000000,3119248,91.0,55,Cerai hidup,perempuan
755,0,sms or WA,8,6500000,12800000,107836,51.0,48,Cerai mati,laki-laki
756,18,datang ke tempat,45,354000000,501000000,77152609,71.0,40,Cerai hidup,perempuan
757,24,datang ke tempat,34,186500000,186500000,255672358,100.0,53,Belum menikah,laki-laki
758,21,datang ke tempat,41,202000000,1328500000,324114412,15.0,40,Cerai mati,laki-laki
759,4,sms or WA,13,29100000,62700000,664806,46.0,63,Cerai hidup,laki-laki
760,16,datang ke tempat,45,1118000000,1171500000,243985328,95.0,62,Belum menikah,perempuan
761,22,datang ke tempat,41,628000000,728500000,295108594,86.0,60,Menikah,perempuan
762,5,sms or WA,7,13700000,14100000,296061,97.0,54,Menikah,perempuan
763,9,surat panggilan,23,51000000,93500000,1882283,55.00000000000001,44,Cerai hidup,laki-laki
764,2,sms or WA,12,13900000,45200000,411540,31.0,37,Cerai hidup,perempuan
765,24,datang ke tempat,55,132000000,501500000,421232706,26.0,51,Menikah,laki-laki
766,9,surat panggilan,25,137500000,227500000,1726982,60.0,57,Menikah,laki-laki
767,29,datang ke tempat,34,262000000,326000000,272652616,80.0,37,Belum menikah,perempuan
768,9,surat panggilan,27,40500000,47500000,2143950,85.0,43,Belum menikah,laki-laki
769,19,datang ke tempat,40,308000000,692000000,187961841,45.0,24,Cerai mati,laki-laki
770,6,surat panggilan,38,167500000,388500000,3607821,43.0,45,Belum menikah,perempuan
771,22,datang ke tempat,50,544000000,838000000,296786119,65.0,52,Menikah,laki-laki
772,23,datang ke tempat,39,372000000,699000000,160721563,53.0,63,Cerai hidup,laki-laki
773,21,datang ke tempat,42,1116000000,1173000000,54326657,95.0,47,Belum menikah,perempuan
774,26,datang ke tempat,32,606000000,961000000,228115433,63.0,50,Menikah,perempuan
775,1,sms or WA,8,59500000,74300000,347695,80.0,36,Menikah,perempuan
776,3,sms or WA,12,5800000,6100000,516837,95.0,41,Cerai hidup,perempuan
777,9,surat panggilan,30,128500000,260500000,1682602,49.0,23,Cerai hidup,laki-laki
778,26,datang ke tempat,64,1516000000,1725500000,450159492,88.0,51,Menikah,laki-laki
779,21,datang ke tempat,55,244000000,264500000,322663721,92.0,36,Cerai hidup,perempuan
780,0,sms or WA,10,7700000,85800000,343658,9.0,33,Belum menikah,perempuan
781,9,surat panggilan,33,155500000,419500000,3235473,37.0,51,Belum menikah,perempuan
782,15,panggilan,31,81000000,605500000,12414708,13.0,28,Cerai hidup,laki-laki
783,27,datang ke tempat,53,290000000,1250500000,199099783,23.0,44,Cerai hidup,laki-laki
784,14,panggilan,41,195000000,224500000,58592034,87.0,56,Belum menikah,laki-laki
785,23,datang ke tempat,67,202000000,491000000,499043663,41.0,42,Belum menikah,laki-laki
786,29,datang ke tempat,47,942000000,1489000000,91810983,63.0,42,Cerai mati,laki-laki
787,20,datang ke tempat,64,568000000,1287500000,220467762,44.0,31,Cerai hidup,laki-laki
788,19,datang ke tempat,36,122000000,334500000,325353031,36.0,62,Menikah,perempuan
789,25,datang ke tempat,42,666000000,817500000,200132886,81.0,61,Cerai hidup,perempuan
790,27,datang ke tempat,39,88000000,705000000,148714612,12.0,39,Cerai hidup,laki-laki
791,1,sms or WA,10,7300000,14500000,196190,50.0,34,Menikah,laki-laki
792,9,surat panggilan,37,87500000,520000000,1949674,17.0,46,Cerai mati,laki-laki
793,13,panggilan,47,117000000,392500000,14026467,30.0,34,Cerai hidup,laki-laki
794,0,sms or WA,4,5500000,6600000,222234,83.0,62,Belum menikah,laki-laki
795,1,sms or WA,13,6100000,9400000,420643,65.0,44,Cerai hidup,laki-laki
796,14,panggilan,44,162000000,307000000,30700204,53.0,63,Cerai hidup,perempuan
797,26,datang ke tempat,52,230000000,1500500000,387988191,15.0,36,Cerai mati,laki-laki
798,25,datang ke tempat,53,490000000,1760500000,320230092,28.000000000000004,50,Menikah,laki-laki
799,15,panggilan,30,128000000,371000000,16389945,35.0,27,Cerai mati,laki-laki
800,21,datang ke tempat,66,182000000,594000000,278358311,31.0,60,Cerai hidup,perempuan
801,12,panggilan,42,173000000,492000000,64348895,35.0,30,Cerai hidup,perempuan
802,5,sms or WA,15,31700000,124700000,519268,25.0,43,Belum menikah,perempuan
803,17,datang ke tempat,63,740000000,1386000000,530154783,53.0,39,Cerai mati,laki-laki
804,4,sms or WA,3,1700000,20600000,134328,8.0,23,Belum menikah,laki-laki
805,16,datang ke tempat,56,902000000,1160500000,214301847,78.0,51,Belum menikah,laki-laki
806,13,panggilan,35,164000000,482500000,52958946,34.0,35,Belum menikah,perempuan
807,17,datang ke tempat,30,264000000,346500000,113042697,76.0,29,Belum menikah,perempuan
808,24,datang ke tempat,37,452000000,494000000,285206837,91.0,62,Menikah,laki-laki
809,9,surat panggilan,31,51500000,435000000,1618439,12.0,40,Menikah,perempuan
810,27,datang ke tempat,35,468000000,524500000,232625263,89.0,43,Menikah,laki-laki
811,2,sms or WA,11,12100000,35100000,341265,34.0,54,Menikah,laki-laki
812,0,sms or WA,17,14100000,25400000,825470,56.00000000000001,34,Cerai mati,laki-laki
813,9,surat panggilan,30,39000000,42500000,2869919,92.0,52,Menikah,laki-laki
814,28,datang ke tempat,43,574000000,600500000,290748551,96.0,29,Menikah,laki-laki
815,25,datang ke tempat,36,116000000,205500000,148463765,56.00000000000001,25,Menikah,perempuan
816,26,datang ke tempat,57,142000000,193500000,419110308,73.0,53,Cerai mati,perempuan
817,20,datang ke tempat,69,834000000,1171500000,451854030,71.0,41,Cerai mati,laki-laki
818,22,datang ke tempat,56,152000000,299500000,375437721,51.0,60,Cerai hidup,laki-laki
819,9,surat panggilan,30,19500000,116500000,1964237,17.0,55,Cerai hidup,laki-laki
820,21,datang ke tempat,58,408000000,767000000,357400577,53.0,39,Cerai mati,laki-laki
821,5,sms or WA,2,3300000,19700000,112520,17.0,25,Cerai hidup,laki-laki
822,13,panggilan,39,175000000,414500000,32923089,42.0,49,Cerai hidup,laki-laki
823,8,surat panggilan,32,80000000,191000000,2446249,42.0,34,Cerai hidup,laki-laki
824,16,datang ke tempat,30,96000000,313500000,147446176,31.0,60,Menikah,perempuan
825,23,datang ke tempat,41,582000000,740500000,399532268,79.0,40,Cerai hidup,laki-laki
826,10,surat panggilan,25,97500000,180500000,1362318,54.0,34,Cerai mati,perempuan
827,29,datang ke tempat,51,160000000,1222500000,468885749,13.0,55,Cerai hidup,laki-laki
828,26,datang ke tempat,58,440000000,797000000,418041658,55.00000000000001,44,Belum menikah,perempuan
829,16,datang ke tempat,50,658000000,1381000000,271590659,48.0,62,Cerai mati,laki-laki
830,27,datang ke tempat,35,166000000,473500000,97075183,35.0,49,Cerai mati,perempuan
831,28,datang ke tempat,30,250000000,279000000,279354029,90.0,30,Belum menikah,laki-laki
832,21,datang ke tempat,41,136000000,406000000,306184561,33.0,56,Cerai hidup,perempuan
833,19,datang ke tempat,64,518000000,939500000,362260321,55.00000000000001,41,Belum menikah,perempuan
834,18,datang ke tempat,49,294000000,1530500000,63024793,19.0,48,Cerai mati,perempuan
835,10,surat panggilan,29,30500000,76500000,2965276,40.0,62,Cerai mati,laki-laki
836,25,datang ke tempat,61,254000000,294500000,256251071,86.0,50,Menikah,laki-laki
837,17,datang ke tempat,69,1434000000,1962000000,614810004,73.0,32,Menikah,laki-laki
838,0,sms or WA,13,15400000,51800000,633520,30.0,49,Belum menikah,laki-laki
839,9,surat panggilan,26,234000000,273000000,1332879,86.0,48,Cerai hidup,perempuan
840,7,surat panggilan,38,135500000,471500000,2599686,29.0,55,Cerai mati,perempuan
841,29,datang ke tempat,69,424000000,424500000,678041154,100.0,54,Cerai mati,perempuan
842,3,sms or WA,15,10000000,14300000,520568,70.0,59,Cerai mati,laki-laki
843,19,datang ke tempat,66,460000000,561000000,141714887,82.0,47,Menikah,perempuan
844,13,panggilan,44,555000000,605000000,58589045,92.0,55,Menikah,laki-laki
845,10,surat panggilan,28,240000000,396500000,1624045,61.0,62,Menikah,laki-laki
846,16,datang ke tempat,64,2052000000,2138000000,442338022,96.0,56,Belum menikah,perempuan
847,5,sms or WA,7,25900000,45600000,320817,56.99999999999999,43,Cerai hidup,laki-laki
848,24,datang ke tempat,65,170000000,235000000,443180947,72.0,48,Menikah,laki-laki
849,14,panggilan,33,48000000,146500000,35317324,33.0,38,Belum menikah,perempuan
850,6,surat panggilan,36,89000000,178000000,2710119,50.0,39,Cerai mati,perempuan
851,15,panggilan,36,389000000,616000000,43428474,63.0,54,Cerai hidup,perempuan
852,20,datang ke tempat,36,180000000,214500000,194651660,84.0,49,Belum menikah,perempuan
853,27,datang ke tempat,42,596000000,1117500000,224113077,53.0,56,Cerai hidup,perempuan
854,26,datang ke tempat,65,166000000,1124500000,445498763,15.0,31,Menikah,perempuan
855,15,panggilan,30,355000000,388000000,30860630,91.0,37,Cerai mati,perempuan
856,10,surat panggilan,35,250000000,480000000,3439063,52.0,54,Belum menikah,perempuan
857,24,datang ke tempat,35,372000000,1016500000,152410928,37.0,62,Cerai mati,perempuan
858,18,datang ke tempat,66,600000000,1695000000,608682751,35.0,60,Belum menikah,laki-laki
859,23,datang ke tempat,47,134000000,1474000000,121948346,9.0,56,Cerai mati,perempuan
860,9,surat panggilan,39,128000000,138500000,3871704,92.0,30,Cerai hidup,laki-laki
861,14,panggilan,37,73000000,466500000,55599257,16.0,55,Cerai mati,laki-laki
862,25,datang ke tempat,51,340000000,421500000,319108957,81.0,43,Cerai mati,laki-laki
863,5,sms or WA,6,2800000,18000000,286034,16.0,55,Belum menikah,laki-laki
864,13,panggilan,37,126000000,429500000,55337795,29.0,62,Belum menikah,laki-laki
865,0,sms or WA,10,22100000,23200000,453278,95.0,43,Belum menikah,perempuan
866,2,sms or WA,5,4800000,15400000,120537,31.0,39,Cerai hidup,perempuan
867,19,datang ke tempat,42,350000000,1281000000,178504718,27.0,52,Belum menikah,laki-laki
868,29,datang ke tempat,60,370000000,454500000,485120116,81.0,40,Menikah,perempuan
869,28,datang ke tempat,68,1632000000,1949500000,184043322,84.0,48,Cerai mati,laki-laki
870,25,datang ke tempat,49,484000000,720500000,190968187,67.0,36,Menikah,laki-laki
871,19,datang ke tempat,58,180000000,875000000,462764931,21.0,44,Cerai hidup,laki-laki
872,13,panggilan,45,126000000,147500000,78279771,85.0,39,Menikah,perempuan
873,22,datang ke tempat,44,100000000,203500000,272601814,49.0,44,Cerai mati,laki-laki
874,21,datang ke tempat,36,76000000,142500000,280474041,53.0,39,Belum menikah,laki-laki
875,14,panggilan,43,132000000,734500000,33189387,18.0,52,Cerai mati,laki-laki
876,3,sms or WA,15,90300000,121600000,470935,74.0,49,Cerai mati,perempuan
877,0,sms or WA,4,2200000,2500000,144770,88.0,59,Menikah,laki-laki
878,2,sms or WA,2,3800000,6800000,108994,56.00000000000001,32,Menikah,perempuan
879,15,panggilan,45,286000000,396500000,79870029,72.0,61,Menikah,laki-laki
880,5,sms or WA,12,13800000,31900000,620188,43.0,30,Menikah,laki-laki
881,23,datang ke tempat,42,312000000,1056000000,400639257,30.0,28,Belum menikah,laki-laki
882,16,datang ke tempat,39,942000000,1129500000,84877784,83.0,54,Cerai mati,perempuan
883,29,datang ke tempat,33,96000000,1104000000,118804067,9.0,62,Cerai mati,laki-laki
884,6,surat panggilan,38,366500000,535500000,2028334,68.0,36,Cerai mati,perempuan
885,9,surat panggilan,24,219500000,324500000,1203745,68.0,24,Menikah,laki-laki
886,17,datang ke tempat,37,290000000,720500000,152505868,40.0,23,Cerai hidup,laki-laki
887,26,datang ke tempat,43,178000000,597500000,56507706,30.0,55,Cerai mati,laki-laki
888,6,surat panggilan,22,64500000,113000000,1284669,56.99999999999999,42,Cerai mati,laki-laki
889,26,datang ke tempat,57,260000000,325500000,470908536,80.0,51,Cerai mati,perempuan
890,15,panggilan,39,339000000,431500000,10389409,79.0,53,Belum menikah,perempuan
891,1,sms or WA,1,4900000,7800000,84384,63.0,63,Cerai hidup,perempuan
892,5,sms or WA,6,4600000,17100000,274271,27.0,59,Cerai mati,laki-laki
893,3,sms or WA,6,20300000,32500000,187638,62.0,42,Cerai mati,perempuan
894,16,datang ke tempat,33,108000000,871500000,107779259,12.0,62,Belum menikah,perempuan
895,28,datang ke tempat,33,247500000,247500000,268438150,100.0,53,Cerai mati,laki-laki
896,1,sms or WA,13,71400000,89600000,369306,80.0,30,Belum menikah,perempuan
897,11,panggilan,49,885000000,908500000,78031444,97.0,61,Belum menikah,perempuan
898,26,datang ke tempat,41,394000000,946000000,204213137,42.0,50,Cerai hidup,perempuan
899,17,datang ke tempat,47,740000000,919000000,473991162,81.0,51,Cerai mati,perempuan
900,27,datang ke tempat,31,326000000,351500000,190602196,93.0,24,Belum menikah,laki-laki
901,2,sms or WA,18,21000000,119400000,848474,18.0,27,Menikah,laki-laki
902,7,surat panggilan,29,23500000,401500000,2065296,6.0,35,Belum menikah,laki-laki
903,13,panggilan,30,58000000,97000000,49477402,60.0,59,Cerai hidup,perempuan
904,16,datang ke tempat,62,696000000,1664500000,134906309,42.0,39,Cerai hidup,perempuan
905,11,panggilan,47,90000000,187500000,85323565,48.0,45,Cerai mati,perempuan
906,16,datang ke tempat,45,316000000,385500000,379215466,82.0,38,Cerai hidup,laki-laki
907,22,datang ke tempat,30,202000000,217500000,154331308,93.0,59,Belum menikah,perempuan
908,1,sms or WA,11,15600000,37100000,426056,42.0,30,Cerai mati,laki-laki
909,2,sms or WA,11,22900000,101000000,321301,23.0,60,Cerai hidup,laki-laki
910,23,datang ke tempat,48,148000000,1192500000,264736372,12.0,48,Cerai mati,laki-laki
911,6,surat panggilan,37,50500000,133500000,2943301,38.0,31,Cerai hidup,perempuan
912,12,panggilan,45,554000000,680500000,20360258,81.0,36,Belum menikah,laki-laki
913,15,panggilan,39,187000000,700500000,25763564,27.0,59,Cerai hidup,laki-laki
914,22,datang ke tempat,68,804000000,2341000000,565076564,34.0,50,Menikah,perempuan
915,17,datang ke tempat,46,380000000,1067000000,291503966,36.0,46,Cerai hidup,perempuan
916,11,panggilan,49,482000000,573500000,12355059,84.0,55,Menikah,laki-laki
917,22,datang ke tempat,61,158000000,780500000,172035925,20.0,61,Cerai mati,laki-laki
918,17,datang ke tempat,46,270000000,413000000,411868342,65.0,36,Cerai mati,laki-laki
919,13,panggilan,40,374000000,747000000,70378890,50.0,56,Belum menikah,perempuan
920,17,datang ke tempat,67,184000000,342500000,199092759,54.0,47,Belum menikah,laki-laki
921,22,datang ke tempat,47,714000000,878500000,373380253,81.0,57,Cerai mati,laki-laki
922,26,datang ke tempat,33,84000000,913500000,323784916,9.0,45,Belum menikah,laki-laki
923,19,datang ke tempat,56,408000000,887500000,286551535,46.0,50,Menikah,laki-laki
924,18,datang ke tempat,62,154000000,1508500000,491004428,10.0,60,Menikah,laki-laki
925,9,surat panggilan,32,209500000,385500000,2440553,54.0,57,Cerai mati,perempuan
926,27,datang ke tempat,41,696000000,940000000,139876399,74.0,45,Cerai mati,laki-laki
927,2,sms or WA,1,1300000,2500000,31084,52.0,56,Belum menikah,perempuan
928,26,datang ke tempat,38,116000000,835000000,320306337,14.000000000000002,49,Menikah,perempuan
929,27,datang ke tempat,59,274000000,1187500000,346628878,23.0,29,Belum menikah,perempuan
930,23,datang ke tempat,68,356000000,1447000000,404654080,25.0,44,Cerai mati,perempuan
931,11,panggilan,43,164000000,163500000,77942426,100.0,48,Menikah,laki-laki
932,22,datang ke tempat,47,964000000,1462000000,473420031,66.0,46,Belum menikah,perempuan
933,7,surat panggilan,32,164500000,265000000,3084857,62.0,48,Belum menikah,laki-laki
934,24,datang ke tempat,54,592000000,1546500000,181121318,38.0,54,Cerai hidup,laki-laki
935,12,panggilan,40,266000000,526000000,10687297,51.0,53,Cerai mati,laki-laki
936,21,datang ke tempat,39,130500000,130500000,369786952,100.0,32,Belum menikah,perempuan
937,24,datang ke tempat,56,274000000,475000000,151122335,57.99999999999999,51,Belum menikah,perempuan
938,19,datang ke tempat,61,580000000,930500000,321771723,62.0,27,Cerai hidup,laki-laki
939,21,datang ke tempat,54,1198000000,1390500000,340208560,86.0,38,Belum menikah,laki-laki
940,6,surat panggilan,33,138500000,244000000,2517185,56.99999999999999,31,Cerai mati,perempuan
941,20,datang ke tempat,49,1634000000,1713500000,193745252,95.0,28,Cerai hidup,laki-laki
942,10,surat panggilan,22,58000000,87500000,1775045,66.0,29,Belum menikah,perempuan
943,23,datang ke tempat,45,238000000,577500000,285624754,41.0,53,Cerai mati,laki-laki
944,17,datang ke tempat,55,202000000,446000000,410143620,45.0,54,Menikah,perempuan
945,0,sms or WA,16,72900000,96000000,695786,76.0,44,Cerai hidup,perempuan
946,23,datang ke tempat,66,1646000000,1987500000,79742292,83.0,60,Cerai mati,perempuan
947,7,surat panggilan,20,165000000,253500000,1637000,65.0,59,Belum menikah,laki-laki
948,6,surat panggilan,25,337000000,346000000,2587333,97.0,36,Menikah,perempuan
949,17,datang ke tempat,42,1092000000,1198500000,126185499,91.0,28,Belum menikah,laki-laki
950,14,panggilan,39,318000000,513500000,60445379,62.0,52,Menikah,perempuan
951,23,datang ke tempat,31,348000000,371000000,195774540,94.0,23,Cerai mati,perempuan
952,6,surat panggilan,24,205500000,228000000,2492986,90.0,28,Cerai hidup,perempuan
953,16,datang ke tempat,54,660000000,984000000,182586782,67.0,37,Menikah,perempuan
954,28,datang ke tempat,68,560000000,925000000,314848210,61.0,62,Cerai mati,laki-laki
955,27,datang ke tempat,63,1042000000,1255500000,79655839,83.0,46,Cerai mati,perempuan
956,25,datang ke tempat,43,216000000,473000000,56381253,46.0,51,Belum menikah,laki-laki
