,number_of_dependents,net_income,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,debtor_education_level,aging,loss_reverse
2372,4.0,13000000.0,59333333.0,9.0,74.0,4.0,354.0,2.0,6000000.0,S2,DPK,29666667.0
2373,5.0,19500000.0,64166667.0,5.0,127.0,7.0,116.0,2.0,5500000.0,D2,Diragukan,32083333.0
2374,0.0,15500000.0,64333333.0,17.0,44.0,2.0,437.0,2.0,4000000.0,D3,DPK,32166667.0
2375,0.0,26500000.0,138833333.0,25.0,66.0,4.0,572.0,2.0,4500000.0,D1,DPK,69416667.0
2376,4.0,13000000.0,55333333.0,1.0,33.0,2.0,363.0,1.0,4000000.0,S2,DPK,13833333.0
2377,0.0,19500000.0,73500000.0,21.0,83.0,5.0,452.0,1.0,6000000.0,D1,DPK,18375000.0
2378,4.0,27000000.0,134500000.0,7.0,162.0,8.0,426.0,3.0,18000000.0,S1,Diragukan,100875000.0
2379,4.0,10500000.0,59000000.0,1.0,60.0,4.0,275.0,1.0,8500000.0,D2,DPK,14750000.0
2380,1.0,20500000.0,58666667.0,21.0,24.0,2.0,414.0,1.0,5500000.0,D3,DPK,14666667.0
2381,1.0,10500000.0,57666667.0,1.0,67.0,8.0,371.0,0.0,3000000.0,D1,DPK,0.0
2382,4.0,13000000.0,62833333.0,2.0,4.0,1.0,417.0,0.0,5500000.0,S1,DPK,0.0
2383,4.0,15500000.0,57000000.0,3.0,119.0,7.0,120.0,2.0,4500000.0,D2,Kurang lancar,28500000.0
2384,2.0,19000000.0,44333333.0,4.0,163.0,10.0,284.0,8.0,15500000.0,S1,Diragukan,88666667.0
2385,3.0,10500000.0,61666667.0,11.0,48.0,3.0,339.0,1.0,11000000.0,D3,DPK,15416667.0
2386,4.0,20000000.0,59500000.0,13.0,156.0,7.0,234.0,2.0,8000000.0,S1,Diragukan,29750000.0
2387,4.0,24000000.0,73666667.0,7.0,59.0,7.0,172.0,1.0,8500000.0,S1,DPK,18416667.0
2388,3.0,18000000.0,85500000.0,5.0,149.0,7.0,139.0,1.0,13500000.0,S1,Diragukan,21375000.0
2389,3.0,21000000.0,80500000.0,25.0,76.0,4.0,439.0,1.0,9500000.0,S3,DPK,20125000.0
2390,5.0,24500000.0,57500000.0,24.0,13.0,1.0,409.0,0.0,17500000.0,D3,DPK,0.0
2391,3.0,17500000.0,44333333.0,25.0,69.0,4.0,632.0,2.0,8000000.0,D1,DPK,22166667.0
2392,0.0,10500000.0,55333333.0,11.0,27.0,3.0,333.0,0.0,8500000.0,D1,DPK,0.0
2393,3.0,19000000.0,73666667.0,8.0,62.0,6.0,125.0,1.0,8000000.0,S1,DPK,18416667.0
2394,3.0,17500000.0,74333333.0,20.0,24.0,2.0,452.0,1.0,5000000.0,D3,DPK,18583333.0
2395,3.0,17500000.0,67166667.0,4.0,98.0,6.0,193.0,1.0,8000000.0,D3,Kurang lancar,16791667.0
2396,1.0,200000.0,18833333.0,1.0,119.0,7.0,71.0,2.0,3500000.0,SMP,Kurang lancar,9416667.0
2397,4.0,13000000.0,54000000.0,1.0,22.0,3.0,354.0,1.0,3000000.0,S1,DPK,13500000.0
2398,0.0,15500000.0,47166667.0,11.0,99.0,6.0,209.0,1.0,9000000.0,D3,Kurang lancar,11791667.0
2399,1.0,7700000.0,62500000.0,2.0,50.0,3.0,300.0,1.0,7500000.0,SMA,DPK,15625000.0
2400,4.0,18000000.0,58166667.0,10.0,120.0,7.0,129.0,2.0,9000000.0,S3,Kurang lancar,29083333.0
2401,4.0,25500000.0,145666667.0,17.0,123.0,9.0,222.0,1.0,7000000.0,D1,Diragukan,36416667.0
2402,3.0,13000000.0,59333333.0,12.0,0.0,0.0,478.0,0.0,9500000.0,S2,Lancar,0.0
2403,4.0,27000000.0,141333333.0,8.0,177.0,10.0,343.0,4.0,7000000.0,S1,Diragukan,141333333.0
2404,3.0,13000000.0,56500000.0,1.0,127.0,8.0,305.0,2.0,10500000.0,S2,Diragukan,28250000.0
2405,3.0,25500000.0,139166667.0,32.0,25.0,1.0,408.0,1.0,9000000.0,D3,DPK,34791667.0
2406,3.0,19000000.0,70500000.0,16.0,47.0,3.0,487.0,1.0,32500000.0,S3,DPK,17625000.0
2407,4.0,15500000.0,48666667.0,4.0,92.0,5.0,225.0,1.0,9500000.0,D1,Kurang lancar,12166667.0
2408,2.0,4700000.0,24333333.0,1.0,119.0,8.0,90.0,1.0,5000000.0,SMA,Kurang lancar,6083333.0
2409,4.0,22500000.0,64333333.0,2.0,163.0,10.0,117.0,3.0,6000000.0,D1,Diragukan,48250000.0
2410,2.0,18000000.0,51333333.0,4.0,42.0,6.0,264.0,1.0,8000000.0,S2,DPK,12833333.0
2411,3.0,10500000.0,56500000.0,11.0,72.0,4.0,273.0,1.0,3500000.0,D2,DPK,14125000.0
2412,3.0,8700000.0,54000000.0,4.0,210.0,11.0,354.0,3.0,8500000.0,SMA,Macet,40500000.0
2413,4.0,24000000.0,58500000.0,19.0,64.0,3.0,367.0,1.0,5500000.0,S1,DPK,14625000.0
2414,1.0,7700000.0,60166667.0,2.0,52.0,2.0,342.0,1.0,8500000.0,SMA,DPK,15041667.0
2415,2.0,21000000.0,53166667.0,17.0,44.0,3.0,307.0,1.0,9500000.0,S1,DPK,13291667.0
2416,1.0,200000.0,20666667.0,2.0,134.0,9.0,22.0,4.0,16500000.0,SMP,Diragukan,20666667.0
2417,3.0,10500000.0,59333333.0,3.0,71.0,3.0,267.0,1.0,18000000.0,D3,DPK,14833333.0
2418,4.0,19000000.0,74333333.0,5.0,101.0,8.0,163.0,1.0,4000000.0,S1,Kurang lancar,18583333.0
2419,2.0,2600000.0,19000000.0,1.0,57.0,7.0,59.0,1.0,13500000.0,SMP,DPK,4750000.0
2420,3.0,15500000.0,65000000.0,5.0,75.0,4.0,239.0,2.0,4000000.0,D3,DPK,32500000.0
2421,2.0,21000000.0,64333333.0,16.0,17.0,2.0,436.0,0.0,3500000.0,S2,DPK,0.0
2422,3.0,10500000.0,65666667.0,11.0,41.0,3.0,298.0,1.0,9000000.0,D3,DPK,16416667.0
2423,4.0,15500000.0,57833333.0,8.0,72.0,7.0,263.0,2.0,4500000.0,D1,DPK,28916667.0
2424,3.0,17500000.0,60333333.0,3.0,110.0,8.0,208.0,1.0,6500000.0,D2,Kurang lancar,15083333.0
2425,2.0,21000000.0,62500000.0,17.0,0.0,0.0,603.0,0.0,7000000.0,S1,Lancar,0.0
2426,5.0,17500000.0,75166667.0,6.0,88.0,9.0,270.0,1.0,6000000.0,D3,DPK,18791667.0
2427,1.0,26500000.0,136166667.0,25.0,83.0,5.0,539.0,1.0,14000000.0,D2,DPK,34041667.0
2428,4.0,25500000.0,135500000.0,5.0,111.0,7.0,354.0,2.0,9500000.0,D3,Kurang lancar,67750000.0
2429,2.0,13000000.0,56500000.0,13.0,0.0,0.0,448.0,0.0,5500000.0,S2,Lancar,0.0
2430,4.0,15000000.0,54666667.0,2.0,76.0,7.0,218.0,1.0,8000000.0,S2,DPK,13666667.0
2431,2.0,13000000.0,55166667.0,13.0,36.0,3.0,434.0,1.0,3500000.0,S3,DPK,13791667.0
2432,3.0,24000000.0,71666667.0,12.0,87.0,5.0,195.0,2.0,14500000.0,S1,DPK,35833333.0
2433,4.0,19000000.0,50833333.0,19.0,0.0,0.0,328.0,0.0,9500000.0,S1,Lancar,0.0
2434,4.0,13000000.0,54333333.0,9.0,159.0,9.0,421.0,2.0,6000000.0,S1,Diragukan,27166667.0
2435,0.0,10500000.0,54833333.0,4.0,0.0,0.0,340.0,0.0,7000000.0,D1,Lancar,0.0
2436,3.0,15500000.0,46166667.0,22.0,32.0,2.0,504.0,1.0,11500000.0,D3,DPK,11541667.0
2437,4.0,18500000.0,56666667.0,3.0,128.0,8.0,222.0,2.0,8500000.0,D3,Diragukan,28333333.0
2438,0.0,26500000.0,135333333.0,30.0,50.0,3.0,696.0,1.0,19000000.0,D1,DPK,33833333.0
2439,3.0,15500000.0,55666667.0,21.0,10.0,2.0,682.0,0.0,14000000.0,D3,DPK,0.0
2440,4.0,24000000.0,60666667.0,14.0,123.0,6.0,228.0,3.0,6500000.0,S1,Diragukan,45500000.0
2441,4.0,27000000.0,134833333.0,4.0,139.0,6.0,353.0,2.0,5000000.0,S1,Diragukan,67416667.0
2442,3.0,10500000.0,54166667.0,6.0,43.0,2.0,297.0,1.0,6500000.0,D1,DPK,13541667.0
2443,4.0,22500000.0,56166667.0,14.0,97.0,6.0,176.0,2.0,3000000.0,D3,Kurang lancar,28083333.0
2444,4.0,19000000.0,55833333.0,3.0,97.0,7.0,118.0,1.0,8000000.0,S1,Kurang lancar,13958333.0
2445,2.0,14700000.0,57000000.0,8.0,177.0,11.0,356.0,4.0,4000000.0,SMA,Diragukan,57000000.0
2446,2.0,21000000.0,55166667.0,4.0,93.0,8.0,274.0,1.0,6500000.0,S1,Kurang lancar,13791667.0
2447,2.0,13000000.0,56833333.0,5.0,79.0,4.0,467.0,2.0,16500000.0,S2,DPK,28416667.0
2448,3.0,15500000.0,65166667.0,22.0,19.0,1.0,521.0,1.0,11500000.0,D1,DPK,16291667.0
2449,1.0,14700000.0,60666667.0,7.0,21.0,2.0,365.0,0.0,19000000.0,SMA,DPK,0.0
2450,4.0,17500000.0,65833333.0,2.0,84.0,6.0,168.0,1.0,17500000.0,D1,DPK,16458333.0
2451,4.0,13000000.0,61000000.0,6.0,91.0,6.0,497.0,1.0,3500000.0,S2,Kurang lancar,15250000.0
2452,5.0,17500000.0,55666667.0,14.0,99.0,6.0,112.0,2.0,11500000.0,D2,Kurang lancar,27833333.0
2453,2.0,13000000.0,61666667.0,12.0,51.0,3.0,408.0,1.0,9000000.0,S1,DPK,15416667.0
2454,1.0,9700000.0,61166667.0,13.0,17.0,1.0,344.0,1.0,3500000.0,SMA,DPK,15291667.0
2455,3.0,15500000.0,64666667.0,25.0,30.0,2.0,668.0,1.0,3500000.0,D1,DPK,16166667.0
2456,5.0,17500000.0,47500000.0,21.0,0.0,0.0,509.0,0.0,6500000.0,D2,Lancar,0.0
2457,3.0,17500000.0,58333333.0,13.0,118.0,8.0,226.0,1.0,4000000.0,D1,Kurang lancar,14583333.0
2458,2.0,13000000.0,59333333.0,19.0,22.0,3.0,438.0,0.0,6000000.0,S1,DPK,0.0
2459,3.0,19000000.0,52000000.0,23.0,56.0,4.0,365.0,1.0,19500000.0,S1,DPK,13000000.0
2460,3.0,22500000.0,66000000.0,17.0,21.0,1.0,693.0,1.0,8500000.0,D3,DPK,16500000.0
2461,4.0,13000000.0,56833333.0,2.0,26.0,1.0,499.0,1.0,12500000.0,S3,DPK,14208333.0
2462,3.0,18000000.0,66166667.0,7.0,125.0,8.0,174.0,1.0,4000000.0,S1,Diragukan,16541667.0
2463,4.0,25500000.0,137666667.0,14.0,111.0,7.0,200.0,1.0,5000000.0,D1,Kurang lancar,34416667.0
2464,0.0,10500000.0,57166667.0,14.0,9.0,1.0,448.0,0.0,7000000.0,D1,DPK,0.0
2465,4.0,24000000.0,61500000.0,21.0,14.0,1.0,329.0,0.0,9500000.0,S2,DPK,0.0
2466,2.0,18000000.0,67500000.0,8.0,52.0,5.0,262.0,1.0,10500000.0,S1,DPK,16875000.0
2467,4.0,10500000.0,61000000.0,11.0,17.0,1.0,332.0,1.0,9000000.0,D1,DPK,15250000.0
2468,2.0,23000000.0,71500000.0,25.0,38.0,3.0,442.0,1.0,5000000.0,S1,DPK,17875000.0
2469,3.0,22500000.0,51500000.0,16.0,53.0,2.0,521.0,1.0,6500000.0,D2,DPK,12875000.0
2470,3.0,19000000.0,68833333.0,23.0,43.0,2.0,412.0,2.0,9500000.0,S1,DPK,34416667.0
2471,1.0,29500000.0,142166667.0,34.0,43.0,3.0,610.0,1.0,14500000.0,D1,DPK,35541667.0
2472,2.0,18000000.0,54666667.0,21.0,29.0,2.0,570.0,1.0,5000000.0,S1,DPK,13666667.0
2473,0.0,18500000.0,55333333.0,25.0,19.0,1.0,570.0,1.0,4000000.0,D1,DPK,13833333.0
2474,3.0,13000000.0,59833333.0,7.0,162.0,9.0,386.0,3.0,13000000.0,S1,Diragukan,44875000.0
2475,5.0,10500000.0,56500000.0,16.0,14.0,1.0,267.0,0.0,7500000.0,D3,DPK,0.0
2476,3.0,10500000.0,60333333.0,3.0,116.0,6.0,241.0,4.0,8500000.0,D1,Kurang lancar,60333333.0
2477,3.0,10500000.0,55166667.0,9.0,10.999999999999993,1.0,297.0,0.0,8500000.0,D1,DPK,0.0
2478,1.0,13700000.0,61333333.0,9.0,96.0,5.0,290.0,2.0,9500000.0,SMA,Kurang lancar,30666667.0
2479,2.0,18000000.0,54000000.0,6.0,130.0,7.0,158.0,3.0,13500000.0,S1,Diragukan,40500000.0
2480,4.0,13000000.0,57833333.0,9.0,18.0,1.0,438.0,1.0,10000000.0,S1,DPK,14458333.0
2481,5.0,17500000.0,69666667.0,8.0,120.0,7.0,273.0,1.0,12000000.0,D3,Kurang lancar,17416667.0
2482,0.0,15500000.0,68500000.0,17.0,17.0,1.0,654.0,1.0,13000000.0,D3,DPK,17125000.0
2483,4.0,13000000.0,59000000.0,10.0,59.0,4.0,385.0,1.0,7000000.0,S1,DPK,14750000.0
2484,4.0,18500000.0,56666667.0,2.0,98.0,7.0,168.0,2.0,19000000.0,D3,Kurang lancar,28333333.0
2485,3.0,17500000.0,82833333.0,13.0,102.0,7.0,234.0,3.0,6000000.0,D1,Kurang lancar,62125000.0
2486,2.0,18000000.0,72833333.0,16.0,0.0,0.0,640.0,0.0,8000000.0,S1,Lancar,0.0
2487,0.0,7700000.0,60833333.0,9.0,0.0,0.0,416.0,0.0,9500000.0,SMA,Lancar,0.0
2488,1.0,200000.0,19333333.0,1.0,124.0,7.0,45.0,2.0,5000000.0,SD,Diragukan,9666667.0
2489,4.0,19000000.0,54500000.0,23.0,90.0,6.0,508.0,1.0,9500000.0,S1,DPK,13625000.0
2490,2.0,9700000.0,62666667.0,11.0,40.0,2.0,286.0,1.0,9500000.0,SMA,DPK,15666667.0
2491,1.0,6700000.0,58833333.0,6.0,40.0,2.0,485.0,1.0,7500000.0,SMA,DPK,14708333.0
2492,2.0,26000000.0,138833333.0,25.0,10.0,2.0,339.0,0.0,10500000.0,S1,DPK,0.0
2493,2.0,29000000.0,139500000.0,13.0,216.0,10.0,324.0,3.0,12000000.0,S2,Macet,104625000.0
2494,2.0,13000000.0,60666667.0,17.0,33.0,3.0,445.0,1.0,8500000.0,S1,DPK,15166667.0
2495,5.0,10500000.0,54833333.0,18.0,0.0,0.0,385.0,0.0,6000000.0,D1,Lancar,0.0
2496,0.0,20000000.0,60500000.0,20.0,19.999999999999993,2.0,520.0,1.0,6500000.0,S1,DPK,15125000.0
2497,3.0,18000000.0,64333333.0,16.0,13.0,2.0,601.0,0.0,18000000.0,S1,DPK,0.0
2498,3.0,18500000.0,73000000.0,2.0,67.0,3.0,246.0,1.0,6000000.0,D3,DPK,18250000.0
2499,5.0,17500000.0,65333333.0,14.0,116.0,7.0,195.0,1.0,25500000.0,D1,Kurang lancar,16333333.0
2500,3.0,24000000.0,57333333.0,25.0,15.0,1.0,616.0,1.0,9500000.0,S2,DPK,14333333.0
2501,0.0,21500000.0,38833333.0,18.0,31.0,2.0,566.0,1.0,4500000.0,D3,DPK,9708333.0
2502,4.0,18500000.0,69000000.0,13.0,100.0,7.0,148.0,1.0,7500000.0,D2,Kurang lancar,17250000.0
2503,2.0,13000000.0,59833333.0,11.0,117.0,11.0,396.0,1.0,6000000.0,S1,Kurang lancar,14958333.0
2504,3.0,18500000.0,58833333.0,23.0,36.0,3.0,475.0,1.0,8500000.0,D1,DPK,14708333.0
2505,3.0,22500000.0,68333333.0,22.0,12.0,2.0,667.0,0.0,6000000.0,D2,DPK,0.0
2506,4.0,15000000.0,62000000.0,7.0,133.0,6.0,209.0,2.0,4000000.0,S1,Diragukan,31000000.0
2507,3.0,17500000.0,41166667.0,19.0,0.0,0.0,678.0,0.0,16000000.0,D2,Lancar,0.0
2508,3.0,13000000.0,55166667.0,14.0,0.0,0.0,415.0,0.0,16500000.0,S2,Lancar,0.0
2509,4.0,18500000.0,82500000.0,5.0,113.0,8.0,192.0,1.0,8500000.0,D3,Kurang lancar,20625000.0
2510,2.0,13000000.0,66500000.0,9.0,32.0,2.0,419.0,1.0,5000000.0,S2,DPK,16625000.0
2511,3.0,24000000.0,54833333.0,18.0,21.0,3.0,620.0,0.0,16000000.0,S2,DPK,0.0
2512,3.0,10500000.0,54666667.0,19.0,0.0,0.0,341.0,0.0,4000000.0,D2,Lancar,0.0
2513,3.0,10500000.0,59333333.0,10.0,0.0,0.0,235.0,0.0,10500000.0,D3,Lancar,0.0
2514,3.0,18000000.0,79833333.0,2.0,136.0,9.0,225.0,4.0,6000000.0,S1,Diragukan,79833333.0
2515,3.0,12700000.0,63666667.0,11.0,50.0,3.0,218.0,1.0,17000000.0,SMA,DPK,15916667.0
2516,4.0,25500000.0,137000000.0,18.0,52.0,6.0,212.0,1.0,14000000.0,D3,DPK,34250000.0
2517,4.0,24000000.0,75666667.0,3.0,184.0,10.0,285.0,3.0,6000000.0,S1,Macet,56750000.0
2518,1.0,10500000.0,58166667.0,13.0,15.0,1.0,461.0,1.0,19500000.0,D3,DPK,14541667.0
2519,3.0,22000000.0,57333333.0,24.0,69.0,4.0,418.0,1.0,4500000.0,S3,DPK,14333333.0
2520,4.0,13000000.0,56333333.0,3.0,87.0,5.0,334.0,1.0,13500000.0,S2,DPK,14083333.0
2521,2.0,18000000.0,55333333.0,23.0,3.0,2.0,522.0,0.0,6000000.0,S2,DPK,0.0
2522,1.0,13700000.0,54666667.0,11.0,112.0,6.0,213.0,2.0,17500000.0,SMA,Kurang lancar,27333333.0
2523,0.0,8500000.0,56000000.0,15.0,44.0,2.0,305.0,1.0,5000000.0,D1,DPK,14000000.0
2524,5.0,10500000.0,63166667.0,12.0,8.0,1.0,344.0,0.0,5500000.0,D3,DPK,0.0
2525,2.0,24000000.0,55666667.0,16.0,48.0,3.0,569.0,1.0,4500000.0,S1,DPK,13916667.0
2526,2.0,21000000.0,62833333.0,24.0,60.0,3.0,442.0,1.0,5000000.0,S1,DPK,15708333.0
2527,4.0,19000000.0,69500000.0,13.0,134.0,10.0,137.0,2.0,6000000.0,S1,Diragukan,34750000.0
2528,1.0,12700000.0,62166667.0,16.0,17.0,1.0,460.0,1.0,5500000.0,SMA,DPK,15541667.0
2529,3.0,18000000.0,56833333.0,17.0,86.0,4.0,671.0,2.0,7500000.0,S1,DPK,28416667.0
2530,3.0,18000000.0,66833333.0,3.0,155.0,11.0,253.0,2.0,10500000.0,S1,Diragukan,33416667.0
2531,4.0,13000000.0,63166667.0,2.0,68.0,4.0,347.0,1.0,8000000.0,S2,DPK,15791667.0
2532,4.0,15500000.0,60833333.0,12.0,128.0,7.0,277.0,2.0,16000000.0,D3,Diragukan,30416667.0
2533,4.0,22500000.0,55166667.0,2.0,104.0,6.0,211.0,2.0,6000000.0,D1,Kurang lancar,27583333.0
2534,4.0,21000000.0,85000000.0,9.0,170.0,9.0,293.0,2.0,8000000.0,S1,Diragukan,42500000.0
2535,4.0,15500000.0,67166667.0,12.0,106.0,6.0,177.0,2.0,9500000.0,D2,Kurang lancar,33583333.0
2536,4.0,22500000.0,75166667.0,2.0,120.0,9.0,152.0,2.0,5500000.0,D3,Kurang lancar,37583333.0
2537,3.0,17500000.0,83500000.0,20.0,45.0,2.0,539.0,1.0,15000000.0,D1,DPK,20875000.0
2538,4.0,13000000.0,56833333.0,3.0,170.0,9.0,408.0,5.0,13500000.0,S1,Diragukan,71041667.0
2539,0.0,26500000.0,140166667.0,25.0,71.0,4.0,402.0,2.0,8500000.0,D3,DPK,70083333.0
2540,2.0,13000000.0,57000000.0,3.0,121.0,8.0,406.0,1.0,12500000.0,S1,Diragukan,14250000.0
2541,3.0,18500000.0,55666667.0,18.0,28.0,2.0,506.0,1.0,8500000.0,D3,DPK,13916667.0
2542,3.0,15500000.0,60500000.0,8.0,174.0,8.0,112.0,4.0,8500000.0,D3,Diragukan,60500000.0
2543,2.0,11700000.0,61333333.0,10.0,56.0,3.0,385.0,1.0,7500000.0,SMA,DPK,15333333.0
2544,2.0,26500000.0,142833333.0,32.0,71.0,5.0,584.0,2.0,10000000.0,D3,DPK,71416667.0
2545,2.0,13000000.0,55166667.0,6.0,117.0,8.0,366.0,1.0,4500000.0,S1,Kurang lancar,13791667.0
2546,3.0,15500000.0,52500000.0,12.0,69.0,7.0,190.0,2.0,9500000.0,D3,DPK,26250000.0
2547,4.0,22500000.0,62833333.0,24.0,25.0,2.0,396.0,1.0,11000000.0,D3,DPK,15708333.0
2548,5.0,17500000.0,54500000.0,12.0,99.0,6.0,299.0,1.0,11000000.0,D3,Kurang lancar,13625000.0
2549,4.0,18000000.0,70000000.0,6.0,130.0,9.0,129.0,2.0,7500000.0,S1,Diragukan,35000000.0
2550,2.0,13700000.0,56666667.0,14.0,48.0,4.0,413.0,1.0,13500000.0,SMA,DPK,14166667.0
2551,4.0,19000000.0,62333333.0,11.0,73.0,4.0,132.0,1.0,7000000.0,S1,DPK,15583333.0
2552,5.0,17500000.0,44500000.0,14.0,191.0,9.0,183.0,3.0,18000000.0,D1,Macet,33375000.0
2553,3.0,18000000.0,56333333.0,8.0,142.0,7.0,175.0,2.0,4500000.0,S2,Diragukan,28166667.0
2554,2.0,16000000.0,44833333.0,18.0,0.0,0.0,578.0,0.0,9000000.0,S1,Lancar,0.0
2555,2.0,21000000.0,50000000.0,24.0,32.0,2.0,400.0,1.0,19000000.0,S1,DPK,12500000.0
2556,2.0,16000000.0,47333333.0,2.0,125.0,8.0,191.0,2.0,6000000.0,S3,Diragukan,23666667.0
2557,4.0,13000000.0,50666667.0,3.0,48.0,4.0,386.0,1.0,7000000.0,S1,DPK,12666667.0
2558,0.0,21500000.0,60666667.0,14.0,187.0,11.0,142.0,2.0,12000000.0,D3,Macet,30333333.0
2559,2.0,13700000.0,53833333.0,15.0,30.0,2.0,291.0,2.0,6500000.0,SMA,DPK,26916667.0
2560,3.0,10500000.0,60166667.0,11.0,30.0,1.0,221.0,1.0,14000000.0,D3,DPK,15041667.0
2561,0.0,15500000.0,54833333.0,2.0,106.0,5.0,243.0,2.0,8500000.0,D1,Kurang lancar,27416667.0
2562,4.0,21000000.0,74333333.0,14.0,157.0,9.0,258.0,3.0,5500000.0,S1,Diragukan,55750000.0
2563,4.0,15500000.0,48833333.0,1.0,213.0,10.0,202.0,3.0,3500000.0,D1,Macet,36625000.0
2564,4.0,24000000.0,61500000.0,22.0,68.0,3.0,452.0,2.0,6000000.0,S1,DPK,30750000.0
2565,4.0,10500000.0,55500000.0,10.0,91.0,5.0,365.0,1.0,9000000.0,D3,Kurang lancar,13875000.0
2566,3.0,17500000.0,71500000.0,20.0,78.0,5.0,591.0,1.0,9500000.0,D1,DPK,17875000.0
2567,2.0,21000000.0,76666667.0,25.0,39.0,3.0,499.0,1.0,3000000.0,S2,DPK,19166667.0
2568,1.0,9700000.0,58166667.0,7.0,120.0,7.0,366.0,4.0,4000000.0,SMA,Kurang lancar,58166667.0
2569,3.0,10500000.0,61166667.0,10.0,26.0,1.0,346.0,1.0,4500000.0,D1,DPK,15291667.0
2570,4.0,19000000.0,41333333.0,25.0,71.0,4.0,545.0,2.0,6500000.0,S1,DPK,20666667.0
2571,4.0,10500000.0,55333333.0,6.0,18.0,2.0,234.0,0.0,8000000.0,D1,DPK,0.0
2572,3.0,21000000.0,80500000.0,19.0,76.0,4.0,652.0,1.0,6500000.0,S3,DPK,20125000.0
2573,4.0,10500000.0,58666667.0,10.0,43.0,2.0,257.0,1.0,11000000.0,D3,DPK,14666667.0
2574,3.0,10500000.0,67333333.0,10.0,31.0,3.0,347.0,1.0,14500000.0,D1,DPK,16833333.0
2575,4.0,15500000.0,47166667.0,13.0,76.0,7.0,106.0,1.0,11000000.0,D3,DPK,11791667.0
2576,0.0,10500000.0,58500000.0,9.0,22.0,1.0,208.0,1.0,9500000.0,D1,DPK,14625000.0
2577,5.0,17500000.0,66666667.0,1.0,96.0,5.0,171.0,2.0,19000000.0,D3,Kurang lancar,33333333.0
2578,3.0,10500000.0,54833333.0,11.0,58.0,3.0,270.0,1.0,12500000.0,D2,DPK,13708333.0
2579,4.0,29000000.0,136500000.0,5.0,77.0,5.0,430.0,1.0,6500000.0,S1,DPK,34125000.0
2580,4.0,17500000.0,63333333.0,13.0,111.0,7.0,164.0,2.0,8500000.0,D3,Kurang lancar,31666667.0
2581,3.0,10500000.0,59333333.0,14.0,52.0,2.0,204.0,2.0,5000000.0,D3,DPK,29666667.0
2582,4.0,15500000.0,68500000.0,3.0,99.0,6.0,152.0,1.0,7500000.0,D3,Kurang lancar,17125000.0
2583,3.0,15500000.0,58666667.0,8.0,98.0,7.0,109.0,1.0,13500000.0,D1,Kurang lancar,14666667.0
2584,4.0,15500000.0,72166667.0,13.0,50.0,2.0,252.0,1.0,7000000.0,D1,DPK,18041667.0
2585,3.0,24000000.0,62166667.0,20.0,38.0,4.0,614.0,1.0,8000000.0,S2,DPK,15541667.0
2586,3.0,19000000.0,55166667.0,12.0,99.0,7.0,167.0,1.0,8500000.0,S2,Kurang lancar,13791667.0
2587,4.0,17500000.0,55500000.0,5.0,149.0,10.0,185.0,2.0,8500000.0,D3,Diragukan,27750000.0
2588,3.0,21000000.0,66666667.0,19.0,56.0,3.0,439.0,1.0,9000000.0,S1,DPK,16666667.0
2589,3.0,24000000.0,66166667.0,24.0,52.0,4.0,510.0,1.0,8500000.0,S2,DPK,16541667.0
2590,4.0,13000000.0,59333333.0,10.0,63.0,3.0,414.0,1.0,13500000.0,S1,DPK,14833333.0
2591,3.0,20500000.0,81333333.0,2.0,79.0,6.0,136.0,1.0,12500000.0,D1,DPK,20333333.0
2592,4.0,15500000.0,56000000.0,3.0,91.0,8.0,146.0,1.0,5500000.0,D2,Kurang lancar,14000000.0
2593,3.0,10500000.0,57166667.0,10.0,32.0,3.0,268.0,1.0,3500000.0,D3,DPK,14291667.0
2594,5.0,17500000.0,57666667.0,8.0,127.0,9.0,275.0,1.0,8500000.0,D2,Diragukan,14416667.0
2595,4.0,20500000.0,56333333.0,5.0,142.0,9.0,299.0,3.0,4500000.0,D1,Diragukan,42250000.0
2596,4.0,13000000.0,55166667.0,4.0,28.0,2.0,458.0,1.0,11000000.0,S1,DPK,13791667.0
2597,3.0,13000000.0,54333333.0,4.0,0.0,0.0,392.0,0.0,5000000.0,S1,Lancar,0.0
2598,1.0,2600000.0,21000000.0,1.0,100.0,8.0,33.0,1.0,4000000.0,SMP,Kurang lancar,5250000.0
2599,4.0,15500000.0,49833333.0,7.0,57.0,5.0,116.0,2.0,12500000.0,D1,DPK,24916667.0
2600,5.0,10500000.0,57000000.0,8.0,51.0,2.0,265.0,1.0,17000000.0,D1,DPK,14250000.0
2601,3.0,21000000.0,59333333.0,15.0,29.0,3.0,443.0,1.0,9000000.0,S1,DPK,14833333.0
2602,2.0,21000000.0,61333333.0,24.0,15.0,3.0,610.0,0.0,7000000.0,S1,DPK,0.0
2603,2.0,15500000.0,65833333.0,12.0,199.0,10.0,154.0,4.0,14000000.0,D1,Macet,65833333.0
2604,1.0,13700000.0,56833333.0,6.0,27.0,1.0,218.0,1.0,7500000.0,SMA,DPK,14208333.0
2605,4.0,15500000.0,71166667.0,8.0,87.0,7.0,140.0,1.0,9500000.0,D1,DPK,17791667.0
2606,1.0,10700000.0,61666667.0,19.0,2.0,1.0,317.0,0.0,9500000.0,SMA,DPK,0.0
2607,4.0,19000000.0,59000000.0,7.0,68.0,8.0,234.0,1.0,9000000.0,S1,DPK,14750000.0
