,net_income,loan_amount,amount_of_late,late_payment_amount,credit_score,arrears_amounts,loss_reverse
2310,20500000.0,64166667.0,21.0,3.0,687.0,0.0,0.0
2311,29000000.0,142166667.0,92.0,7.0,366.0,1.0,35541667.0
2312,25500000.0,139833333.0,159.0,9.0,298.0,3.0,104875000.0
2313,22500000.0,63833333.0,0.0,0.0,587.0,0.0,0.0
2314,10500000.0,62333333.0,74.0,4.0,296.0,2.0,31166667.0
2315,13000000.0,58833333.0,53.0,3.0,426.0,1.0,14708333.0
2316,18500000.0,63166667.0,39.0,3.0,434.0,1.0,15791667.0
2317,17500000.0,64166667.0,85.0,6.0,207.0,2.0,32083333.0
2318,15500000.0,71666667.0,197.0,10.0,228.0,3.0,53750000.0
2319,5700000.0,61000000.0,28.0,1.0,381.0,1.0,15250000.0
2320,10500000.0,58166667.0,65.0,3.0,203.0,1.0,14541667.0
2321,10500000.0,58833333.0,18.0,1.0,371.0,1.0,14708333.0
2322,11700000.0,55666667.0,22.0,2.0,211.0,1.0,13916667.0
2323,18000000.0,71000000.0,164.0,9.0,118.0,2.0,35500000.0
2324,16500000.0,63666667.0,130.0,8.0,495.0,2.0,31833333.0
2325,13700000.0,57500000.0,42.0,4.0,343.0,1.0,14375000.0
2326,19000000.0,56166667.0,104.0,7.0,289.0,2.0,28083333.0
2327,30500000.0,139000000.0,64.0,3.0,670.0,2.0,69500000.0
2328,22500000.0,44500000.0,30.0,2.0,455.0,1.0,11125000.0
2329,17500000.0,55500000.0,25.0,1.0,578.0,1.0,13875000.0
2330,16000000.0,63833333.0,61.0,3.0,690.0,1.0,15958333.0
2331,24000000.0,57666667.0,47.0,4.0,476.0,1.0,14416667.0
2332,20000000.0,68500000.0,30.0,2.0,690.0,1.0,17125000.0
2333,10500000.0,59166667.0,0.0,0.0,353.0,0.0,0.0
2334,15500000.0,59500000.0,51.0,3.0,575.0,1.0,14875000.0
2335,16000000.0,68666667.0,98.0,8.0,205.0,1.0,17166667.0
2336,10500000.0,54833333.0,137.0,6.0,242.0,2.0,27416667.0
2337,6700000.0,60166667.0,77.0,5.0,332.0,1.0,15041667.0
2338,10500000.0,60833333.0,50.0,2.0,319.0,1.0,15208333.0
2339,25000000.0,139833333.0,29.0,2.0,659.0,1.0,34958333.0
2340,9700000.0,64333333.0,39.0,2.0,415.0,1.0,16083333.0
2341,10500000.0,60833333.0,31.0,2.0,481.0,1.0,15208333.0
2342,10500000.0,59666667.0,23.0,1.0,372.0,1.0,14916667.0
2343,18000000.0,64666667.0,44.0,2.0,628.0,1.0,16166667.0
2344,18000000.0,67833333.0,14.0,1.0,697.0,0.0,0.0
2345,10500000.0,59833333.0,14.0,1.0,394.0,0.0,0.0
2346,22500000.0,55333333.0,0.0,0.0,400.0,0.0,0.0
2347,12700000.0,55333333.0,52.0,3.0,256.0,1.0,13833333.0
2348,10500000.0,55166667.0,49.0,2.0,354.0,1.0,13791667.0
2349,26500000.0,142500000.0,40.0,2.0,555.0,1.0,35625000.0
2350,10500000.0,54166667.0,67.0,3.0,276.0,3.0,40625000.0
2351,10500000.0,63500000.0,7.000000000000007,2.0,382.0,0.0,0.0
2352,11700000.0,64166667.0,0.0,0.0,354.0,0.0,0.0
2353,13000000.0,60000000.0,19.0,1.0,328.0,1.0,15000000.0
2354,15500000.0,67666667.0,97.0,7.0,228.0,3.0,50750000.0
2355,25500000.0,138000000.0,13.0,2.0,208.0,0.0,0.0
2356,10700000.0,59333333.0,107.0,5.0,362.0,2.0,29666667.0
2357,22000000.0,60000000.0,123.0,8.0,249.0,1.0,15000000.0
2358,10500000.0,54833333.0,69.0,6.0,235.0,2.0,27416667.0
2359,18000000.0,78500000.0,81.0,4.0,669.0,2.0,39250000.0
2360,15500000.0,67666667.0,123.0,8.0,241.0,2.0,33833333.0
2361,29000000.0,141833333.0,17.0,2.0,509.0,1.0,35458333.0
2362,13000000.0,64000000.0,49.0,4.0,328.0,2.0,32000000.0
2363,13000000.0,60166667.0,117.0,8.0,403.0,2.0,30083333.0
2364,15500000.0,64500000.0,120.0,7.0,184.0,2.0,32250000.0
2365,17500000.0,55666667.0,85.0,8.0,156.0,1.0,13916667.0
2366,14700000.0,53833333.0,6.0,1.0,263.0,0.0,0.0
2367,18500000.0,77000000.0,100.0,8.0,292.0,1.0,19250000.0
2368,21000000.0,55166667.0,29.0,1.0,465.0,1.0,13791667.0
2369,10700000.0,59833333.0,79.0,4.0,344.0,1.0,14958333.0
2370,17500000.0,70166667.0,136.0,7.0,170.0,2.0,35083333.0
2371,22500000.0,55833333.0,86.0,7.0,132.0,1.0,13958333.0
2372,13000000.0,59333333.0,74.0,4.0,354.0,2.0,29666667.0
2373,19500000.0,64166667.0,127.0,7.0,116.0,2.0,32083333.0
2374,15500000.0,64333333.0,44.0,2.0,437.0,2.0,32166667.0
2375,26500000.0,138833333.0,66.0,4.0,572.0,2.0,69416667.0
2376,13000000.0,55333333.0,33.0,2.0,363.0,1.0,13833333.0
2377,19500000.0,73500000.0,83.0,5.0,452.0,1.0,18375000.0
2378,27000000.0,134500000.0,162.0,8.0,426.0,3.0,100875000.0
2379,10500000.0,59000000.0,60.0,4.0,275.0,1.0,14750000.0
2380,20500000.0,58666667.0,24.0,2.0,414.0,1.0,14666667.0
2381,10500000.0,57666667.0,67.0,8.0,371.0,0.0,0.0
2382,13000000.0,62833333.0,4.0,1.0,417.0,0.0,0.0
2383,15500000.0,57000000.0,119.0,7.0,120.0,2.0,28500000.0
2384,19000000.0,44333333.0,163.0,10.0,284.0,8.0,88666667.0
2385,10500000.0,61666667.0,48.0,3.0,339.0,1.0,15416667.0
2386,20000000.0,59500000.0,156.0,7.0,234.0,2.0,29750000.0
2387,24000000.0,73666667.0,59.0,7.0,172.0,1.0,18416667.0
2388,18000000.0,85500000.0,149.0,7.0,139.0,1.0,21375000.0
2389,21000000.0,80500000.0,76.0,4.0,439.0,1.0,20125000.0
2390,24500000.0,57500000.0,13.0,1.0,409.0,0.0,0.0
2391,17500000.0,44333333.0,69.0,4.0,632.0,2.0,22166667.0
2392,10500000.0,55333333.0,27.0,3.0,333.0,0.0,0.0
2393,19000000.0,73666667.0,62.0,6.0,125.0,1.0,18416667.0
2394,17500000.0,74333333.0,24.0,2.0,452.0,1.0,18583333.0
2395,17500000.0,67166667.0,98.0,6.0,193.0,1.0,16791667.0
2396,200000.0,18833333.0,119.0,7.0,71.0,2.0,9416667.0
2397,13000000.0,54000000.0,22.0,3.0,354.0,1.0,13500000.0
2398,15500000.0,47166667.0,99.0,6.0,209.0,1.0,11791667.0
2399,7700000.0,62500000.0,50.0,3.0,300.0,1.0,15625000.0
2400,18000000.0,58166667.0,120.0,7.0,129.0,2.0,29083333.0
2401,25500000.0,145666667.0,123.0,9.0,222.0,1.0,36416667.0
2402,13000000.0,59333333.0,0.0,0.0,478.0,0.0,0.0
2403,27000000.0,141333333.0,177.0,10.0,343.0,4.0,141333333.0
2404,13000000.0,56500000.0,127.0,8.0,305.0,2.0,28250000.0
2405,25500000.0,139166667.0,25.0,1.0,408.0,1.0,34791667.0
2406,19000000.0,70500000.0,47.0,3.0,487.0,1.0,17625000.0
2407,15500000.0,48666667.0,92.0,5.0,225.0,1.0,12166667.0
2408,4700000.0,24333333.0,119.0,8.0,90.0,1.0,6083333.0
2409,22500000.0,64333333.0,163.0,10.0,117.0,3.0,48250000.0
2410,18000000.0,51333333.0,42.0,6.0,264.0,1.0,12833333.0
2411,10500000.0,56500000.0,72.0,4.0,273.0,1.0,14125000.0
2412,8700000.0,54000000.0,210.0,11.0,354.0,3.0,40500000.0
2413,24000000.0,58500000.0,64.0,3.0,367.0,1.0,14625000.0
2414,7700000.0,60166667.0,52.0,2.0,342.0,1.0,15041667.0
2415,21000000.0,53166667.0,44.0,3.0,307.0,1.0,13291667.0
2416,200000.0,20666667.0,134.0,9.0,22.0,4.0,20666667.0
2417,10500000.0,59333333.0,71.0,3.0,267.0,1.0,14833333.0
2418,19000000.0,74333333.0,101.0,8.0,163.0,1.0,18583333.0
2419,2600000.0,19000000.0,57.0,7.0,59.0,1.0,4750000.0
2420,15500000.0,65000000.0,75.0,4.0,239.0,2.0,32500000.0
2421,21000000.0,64333333.0,17.0,2.0,436.0,0.0,0.0
2422,10500000.0,65666667.0,41.0,3.0,298.0,1.0,16416667.0
2423,15500000.0,57833333.0,72.0,7.0,263.0,2.0,28916667.0
2424,17500000.0,60333333.0,110.0,8.0,208.0,1.0,15083333.0
2425,21000000.0,62500000.0,0.0,0.0,603.0,0.0,0.0
2426,17500000.0,75166667.0,88.0,9.0,270.0,1.0,18791667.0
2427,26500000.0,136166667.0,83.0,5.0,539.0,1.0,34041667.0
2428,25500000.0,135500000.0,111.0,7.0,354.0,2.0,67750000.0
2429,13000000.0,56500000.0,0.0,0.0,448.0,0.0,0.0
2430,15000000.0,54666667.0,76.0,7.0,218.0,1.0,13666667.0
2431,13000000.0,55166667.0,36.0,3.0,434.0,1.0,13791667.0
2432,24000000.0,71666667.0,87.0,5.0,195.0,2.0,35833333.0
2433,19000000.0,50833333.0,0.0,0.0,328.0,0.0,0.0
2434,13000000.0,54333333.0,159.0,9.0,421.0,2.0,27166667.0
2435,10500000.0,54833333.0,0.0,0.0,340.0,0.0,0.0
2436,15500000.0,46166667.0,32.0,2.0,504.0,1.0,11541667.0
2437,18500000.0,56666667.0,128.0,8.0,222.0,2.0,28333333.0
2438,26500000.0,135333333.0,50.0,3.0,696.0,1.0,33833333.0
2439,15500000.0,55666667.0,10.0,2.0,682.0,0.0,0.0
2440,24000000.0,60666667.0,123.0,6.0,228.0,3.0,45500000.0
2441,27000000.0,134833333.0,139.0,6.0,353.0,2.0,67416667.0
2442,10500000.0,54166667.0,43.0,2.0,297.0,1.0,13541667.0
2443,22500000.0,56166667.0,97.0,6.0,176.0,2.0,28083333.0
2444,19000000.0,55833333.0,97.0,7.0,118.0,1.0,13958333.0
2445,14700000.0,57000000.0,177.0,11.0,356.0,4.0,57000000.0
2446,21000000.0,55166667.0,93.0,8.0,274.0,1.0,13791667.0
2447,13000000.0,56833333.0,79.0,4.0,467.0,2.0,28416667.0
2448,15500000.0,65166667.0,19.0,1.0,521.0,1.0,16291667.0
2449,14700000.0,60666667.0,21.0,2.0,365.0,0.0,0.0
2450,17500000.0,65833333.0,84.0,6.0,168.0,1.0,16458333.0
2451,13000000.0,61000000.0,91.0,6.0,497.0,1.0,15250000.0
2452,17500000.0,55666667.0,99.0,6.0,112.0,2.0,27833333.0
2453,13000000.0,61666667.0,51.0,3.0,408.0,1.0,15416667.0
2454,9700000.0,61166667.0,17.0,1.0,344.0,1.0,15291667.0
2455,15500000.0,64666667.0,30.0,2.0,668.0,1.0,16166667.0
2456,17500000.0,47500000.0,0.0,0.0,509.0,0.0,0.0
2457,17500000.0,58333333.0,118.0,8.0,226.0,1.0,14583333.0
2458,13000000.0,59333333.0,22.0,3.0,438.0,0.0,0.0
2459,19000000.0,52000000.0,56.0,4.0,365.0,1.0,13000000.0
2460,22500000.0,66000000.0,21.0,1.0,693.0,1.0,16500000.0
2461,13000000.0,56833333.0,26.0,1.0,499.0,1.0,14208333.0
2462,18000000.0,66166667.0,125.0,8.0,174.0,1.0,16541667.0
2463,25500000.0,137666667.0,111.0,7.0,200.0,1.0,34416667.0
2464,10500000.0,57166667.0,9.0,1.0,448.0,0.0,0.0
2465,24000000.0,61500000.0,14.0,1.0,329.0,0.0,0.0
2466,18000000.0,67500000.0,52.0,5.0,262.0,1.0,16875000.0
2467,10500000.0,61000000.0,17.0,1.0,332.0,1.0,15250000.0
2468,23000000.0,71500000.0,38.0,3.0,442.0,1.0,17875000.0
2469,22500000.0,51500000.0,53.0,2.0,521.0,1.0,12875000.0
2470,19000000.0,68833333.0,43.0,2.0,412.0,2.0,34416667.0
2471,29500000.0,142166667.0,43.0,3.0,610.0,1.0,35541667.0
2472,18000000.0,54666667.0,29.0,2.0,570.0,1.0,13666667.0
2473,18500000.0,55333333.0,19.0,1.0,570.0,1.0,13833333.0
2474,13000000.0,59833333.0,162.0,9.0,386.0,3.0,44875000.0
2475,10500000.0,56500000.0,14.0,1.0,267.0,0.0,0.0
2476,10500000.0,60333333.0,116.0,6.0,241.0,4.0,60333333.0
2477,10500000.0,55166667.0,10.999999999999993,1.0,297.0,0.0,0.0
2478,13700000.0,61333333.0,96.0,5.0,290.0,2.0,30666667.0
2479,18000000.0,54000000.0,130.0,7.0,158.0,3.0,40500000.0
2480,13000000.0,57833333.0,18.0,1.0,438.0,1.0,14458333.0
2481,17500000.0,69666667.0,120.0,7.0,273.0,1.0,17416667.0
2482,15500000.0,68500000.0,17.0,1.0,654.0,1.0,17125000.0
2483,13000000.0,59000000.0,59.0,4.0,385.0,1.0,14750000.0
2484,18500000.0,56666667.0,98.0,7.0,168.0,2.0,28333333.0
2485,17500000.0,82833333.0,102.0,7.0,234.0,3.0,62125000.0
2486,18000000.0,72833333.0,0.0,0.0,640.0,0.0,0.0
2487,7700000.0,60833333.0,0.0,0.0,416.0,0.0,0.0
2488,200000.0,19333333.0,124.0,7.0,45.0,2.0,9666667.0
2489,19000000.0,54500000.0,90.0,6.0,508.0,1.0,13625000.0
2490,9700000.0,62666667.0,40.0,2.0,286.0,1.0,15666667.0
2491,6700000.0,58833333.0,40.0,2.0,485.0,1.0,14708333.0
2492,26000000.0,138833333.0,10.0,2.0,339.0,0.0,0.0
2493,29000000.0,139500000.0,216.0,10.0,324.0,3.0,104625000.0
2494,13000000.0,60666667.0,33.0,3.0,445.0,1.0,15166667.0
2495,10500000.0,54833333.0,0.0,0.0,385.0,0.0,0.0
2496,20000000.0,60500000.0,19.999999999999993,2.0,520.0,1.0,15125000.0
2497,18000000.0,64333333.0,13.0,2.0,601.0,0.0,0.0
2498,18500000.0,73000000.0,67.0,3.0,246.0,1.0,18250000.0
2499,17500000.0,65333333.0,116.0,7.0,195.0,1.0,16333333.0
2500,24000000.0,57333333.0,15.0,1.0,616.0,1.0,14333333.0
2501,21500000.0,38833333.0,31.0,2.0,566.0,1.0,9708333.0
2502,18500000.0,69000000.0,100.0,7.0,148.0,1.0,17250000.0
2503,13000000.0,59833333.0,117.0,11.0,396.0,1.0,14958333.0
2504,18500000.0,58833333.0,36.0,3.0,475.0,1.0,14708333.0
2505,22500000.0,68333333.0,12.0,2.0,667.0,0.0,0.0
2506,15000000.0,62000000.0,133.0,6.0,209.0,2.0,31000000.0
2507,17500000.0,41166667.0,0.0,0.0,678.0,0.0,0.0
2508,13000000.0,55166667.0,0.0,0.0,415.0,0.0,0.0
2509,18500000.0,82500000.0,113.0,8.0,192.0,1.0,20625000.0
2510,13000000.0,66500000.0,32.0,2.0,419.0,1.0,16625000.0
2511,24000000.0,54833333.0,21.0,3.0,620.0,0.0,0.0
2512,10500000.0,54666667.0,0.0,0.0,341.0,0.0,0.0
2513,10500000.0,59333333.0,0.0,0.0,235.0,0.0,0.0
2514,18000000.0,79833333.0,136.0,9.0,225.0,4.0,79833333.0
2515,12700000.0,63666667.0,50.0,3.0,218.0,1.0,15916667.0
2516,25500000.0,137000000.0,52.0,6.0,212.0,1.0,34250000.0
2517,24000000.0,75666667.0,184.0,10.0,285.0,3.0,56750000.0
2518,10500000.0,58166667.0,15.0,1.0,461.0,1.0,14541667.0
2519,22000000.0,57333333.0,69.0,4.0,418.0,1.0,14333333.0
2520,13000000.0,56333333.0,87.0,5.0,334.0,1.0,14083333.0
2521,18000000.0,55333333.0,3.0,2.0,522.0,0.0,0.0
2522,13700000.0,54666667.0,112.0,6.0,213.0,2.0,27333333.0
2523,8500000.0,56000000.0,44.0,2.0,305.0,1.0,14000000.0
2524,10500000.0,63166667.0,8.0,1.0,344.0,0.0,0.0
2525,24000000.0,55666667.0,48.0,3.0,569.0,1.0,13916667.0
2526,21000000.0,62833333.0,60.0,3.0,442.0,1.0,15708333.0
2527,19000000.0,69500000.0,134.0,10.0,137.0,2.0,34750000.0
2528,12700000.0,62166667.0,17.0,1.0,460.0,1.0,15541667.0
2529,18000000.0,56833333.0,86.0,4.0,671.0,2.0,28416667.0
2530,18000000.0,66833333.0,155.0,11.0,253.0,2.0,33416667.0
2531,13000000.0,63166667.0,68.0,4.0,347.0,1.0,15791667.0
2532,15500000.0,60833333.0,128.0,7.0,277.0,2.0,30416667.0
2533,22500000.0,55166667.0,104.0,6.0,211.0,2.0,27583333.0
2534,21000000.0,85000000.0,170.0,9.0,293.0,2.0,42500000.0
2535,15500000.0,67166667.0,106.0,6.0,177.0,2.0,33583333.0
2536,22500000.0,75166667.0,120.0,9.0,152.0,2.0,37583333.0
2537,17500000.0,83500000.0,45.0,2.0,539.0,1.0,20875000.0
2538,13000000.0,56833333.0,170.0,9.0,408.0,5.0,71041667.0
2539,26500000.0,140166667.0,71.0,4.0,402.0,2.0,70083333.0
2540,13000000.0,57000000.0,121.0,8.0,406.0,1.0,14250000.0
2541,18500000.0,55666667.0,28.0,2.0,506.0,1.0,13916667.0
2542,15500000.0,60500000.0,174.0,8.0,112.0,4.0,60500000.0
2543,11700000.0,61333333.0,56.0,3.0,385.0,1.0,15333333.0
2544,26500000.0,142833333.0,71.0,5.0,584.0,2.0,71416667.0
2545,13000000.0,55166667.0,117.0,8.0,366.0,1.0,13791667.0
2546,15500000.0,52500000.0,69.0,7.0,190.0,2.0,26250000.0
2547,22500000.0,62833333.0,25.0,2.0,396.0,1.0,15708333.0
2548,17500000.0,54500000.0,99.0,6.0,299.0,1.0,13625000.0
2549,18000000.0,70000000.0,130.0,9.0,129.0,2.0,35000000.0
2550,13700000.0,56666667.0,48.0,4.0,413.0,1.0,14166667.0
2551,19000000.0,62333333.0,73.0,4.0,132.0,1.0,15583333.0
2552,17500000.0,44500000.0,191.0,9.0,183.0,3.0,33375000.0
2553,18000000.0,56333333.0,142.0,7.0,175.0,2.0,28166667.0
2554,16000000.0,44833333.0,0.0,0.0,578.0,0.0,0.0
2555,21000000.0,50000000.0,32.0,2.0,400.0,1.0,12500000.0
2556,16000000.0,47333333.0,125.0,8.0,191.0,2.0,23666667.0
2557,13000000.0,50666667.0,48.0,4.0,386.0,1.0,12666667.0
2558,21500000.0,60666667.0,187.0,11.0,142.0,2.0,30333333.0
2559,13700000.0,53833333.0,30.0,2.0,291.0,2.0,26916667.0
2560,10500000.0,60166667.0,30.0,1.0,221.0,1.0,15041667.0
2561,15500000.0,54833333.0,106.0,5.0,243.0,2.0,27416667.0
2562,21000000.0,74333333.0,157.0,9.0,258.0,3.0,55750000.0
2563,15500000.0,48833333.0,213.0,10.0,202.0,3.0,36625000.0
2564,24000000.0,61500000.0,68.0,3.0,452.0,2.0,30750000.0
2565,10500000.0,55500000.0,91.0,5.0,365.0,1.0,13875000.0
2566,17500000.0,71500000.0,78.0,5.0,591.0,1.0,17875000.0
2567,21000000.0,76666667.0,39.0,3.0,499.0,1.0,19166667.0
2568,9700000.0,58166667.0,120.0,7.0,366.0,4.0,58166667.0
2569,10500000.0,61166667.0,26.0,1.0,346.0,1.0,15291667.0
2570,19000000.0,41333333.0,71.0,4.0,545.0,2.0,20666667.0
2571,10500000.0,55333333.0,18.0,2.0,234.0,0.0,0.0
2572,21000000.0,80500000.0,76.0,4.0,652.0,1.0,20125000.0
2573,10500000.0,58666667.0,43.0,2.0,257.0,1.0,14666667.0
2574,10500000.0,67333333.0,31.0,3.0,347.0,1.0,16833333.0
2575,15500000.0,47166667.0,76.0,7.0,106.0,1.0,11791667.0
2576,10500000.0,58500000.0,22.0,1.0,208.0,1.0,14625000.0
2577,17500000.0,66666667.0,96.0,5.0,171.0,2.0,33333333.0
2578,10500000.0,54833333.0,58.0,3.0,270.0,1.0,13708333.0
2579,29000000.0,136500000.0,77.0,5.0,430.0,1.0,34125000.0
2580,17500000.0,63333333.0,111.0,7.0,164.0,2.0,31666667.0
2581,10500000.0,59333333.0,52.0,2.0,204.0,2.0,29666667.0
2582,15500000.0,68500000.0,99.0,6.0,152.0,1.0,17125000.0
2583,15500000.0,58666667.0,98.0,7.0,109.0,1.0,14666667.0
2584,15500000.0,72166667.0,50.0,2.0,252.0,1.0,18041667.0
2585,24000000.0,62166667.0,38.0,4.0,614.0,1.0,15541667.0
2586,19000000.0,55166667.0,99.0,7.0,167.0,1.0,13791667.0
2587,17500000.0,55500000.0,149.0,10.0,185.0,2.0,27750000.0
2588,21000000.0,66666667.0,56.0,3.0,439.0,1.0,16666667.0
2589,24000000.0,66166667.0,52.0,4.0,510.0,1.0,16541667.0
2590,13000000.0,59333333.0,63.0,3.0,414.0,1.0,14833333.0
2591,20500000.0,81333333.0,79.0,6.0,136.0,1.0,20333333.0
2592,15500000.0,56000000.0,91.0,8.0,146.0,1.0,14000000.0
2593,10500000.0,57166667.0,32.0,3.0,268.0,1.0,14291667.0
2594,17500000.0,57666667.0,127.0,9.0,275.0,1.0,14416667.0
2595,20500000.0,56333333.0,142.0,9.0,299.0,3.0,42250000.0
2596,13000000.0,55166667.0,28.0,2.0,458.0,1.0,13791667.0
2597,13000000.0,54333333.0,0.0,0.0,392.0,0.0,0.0
2598,2600000.0,21000000.0,100.0,8.0,33.0,1.0,5250000.0
2599,15500000.0,49833333.0,57.0,5.0,116.0,2.0,24916667.0
2600,10500000.0,57000000.0,51.0,2.0,265.0,1.0,14250000.0
2601,21000000.0,59333333.0,29.0,3.0,443.0,1.0,14833333.0
2602,21000000.0,61333333.0,15.0,3.0,610.0,0.0,0.0
2603,15500000.0,65833333.0,199.0,10.0,154.0,4.0,65833333.0
2604,13700000.0,56833333.0,27.0,1.0,218.0,1.0,14208333.0
2605,15500000.0,71166667.0,87.0,7.0,140.0,1.0,17791667.0
2606,10700000.0,61666667.0,2.0,1.0,317.0,0.0,0.0
2607,19000000.0,59000000.0,68.0,8.0,234.0,1.0,14750000.0
2608,24500000.0,52333333.0,13.0,3.0,373.0,0.0,0.0
2609,21500000.0,79000000.0,43.0,2.0,400.0,1.0,19750000.0
2610,17500000.0,64833333.0,104.0,5.0,160.0,1.0,16208333.0
2611,10500000.0,57666667.0,103.0,8.0,343.0,1.0,14416667.0
2612,15500000.0,70666667.0,95.0,7.0,253.0,1.0,17666667.0
2613,19000000.0,78000000.0,139.0,8.0,247.0,3.0,58500000.0
2614,13000000.0,59500000.0,39.0,3.0,331.0,1.0,14875000.0
2615,11700000.0,61500000.0,10.0,1.0,241.0,0.0,0.0
2616,19000000.0,45333333.0,99.0,5.0,410.0,1.0,11333333.0
2617,24000000.0,55833333.0,59.0,4.0,555.0,1.0,13958333.0
2618,17500000.0,61500000.0,134.0,9.0,275.0,2.0,30750000.0
2619,17500000.0,61833333.0,80.0,6.0,248.0,1.0,15458333.0
2620,16500000.0,59666667.0,65.0,6.0,267.0,1.0,14916667.0
2621,10500000.0,55666667.0,87.0,5.0,355.0,1.0,13916667.0
2622,26500000.0,141000000.0,44.0,2.0,448.0,1.0,35250000.0
2623,25500000.0,136333333.0,33.0,2.0,470.0,1.0,34083333.0
2624,27500000.0,138333333.0,3.0,2.0,359.0,0.0,0.0
2625,13700000.0,58166667.0,36.0,3.0,316.0,1.0,14541667.0
2626,24000000.0,69833333.0,62.0,5.0,128.0,1.0,17458333.0
2627,19000000.0,59500000.0,127.0,8.0,197.0,2.0,29750000.0
2628,4700000.0,22166667.0,63.0,4.0,48.0,2.0,11083333.0
2629,21000000.0,59333333.0,82.0,4.0,484.0,2.0,29666667.0
2630,23000000.0,66500000.0,131.0,9.0,283.0,2.0,33250000.0
2631,15500000.0,73166667.0,114.0,8.0,111.0,2.0,36583333.0
2632,24000000.0,43166667.0,83.0,4.0,378.0,1.0,10791667.0
2633,22500000.0,74833333.0,77.0,7.0,231.0,1.0,18708333.0
2634,19000000.0,66500000.0,111.0,8.0,156.0,2.0,33250000.0
2635,7700000.0,58833333.0,8.0,1.0,245.0,0.0,0.0
2636,10500000.0,57666667.0,50.0,4.0,290.0,1.0,14416667.0
2637,19000000.0,46500000.0,174.0,10.0,239.0,4.0,46500000.0
2638,17500000.0,67500000.0,58.0,7.0,266.0,1.0,16875000.0
2639,22500000.0,70333333.0,89.0,5.0,299.0,1.0,17583333.0
2640,15500000.0,64666667.0,79.0,7.0,218.0,1.0,16166667.0
2641,17500000.0,58500000.0,179.0,9.0,236.0,4.0,58500000.0
2642,22000000.0,62333333.0,81.0,4.0,632.0,2.0,31166667.0
2643,24000000.0,73166667.0,86.0,6.0,199.0,1.0,18291667.0
2644,13000000.0,59166667.0,76.0,4.0,319.0,1.0,14791667.0
2645,18500000.0,42666667.0,81.0,4.0,570.0,2.0,21333333.0
2646,22500000.0,66833333.0,33.0,2.0,462.0,1.0,16708333.0
2647,17500000.0,78500000.0,96.0,5.0,531.0,1.0,19625000.0
2648,18000000.0,62666667.0,112.0,7.0,134.0,2.0,31333333.0
2649,4700000.0,30666667.0,99.0,8.0,59.0,2.0,15333333.0
2650,19000000.0,66500000.0,0.0,0.0,427.0,0.0,0.0
2651,15500000.0,66166667.0,56.0,7.0,296.0,1.0,16541667.0
2652,25500000.0,139333333.0,73.0,5.0,448.0,1.0,34833333.0
2653,24000000.0,47000000.0,17.0,2.0,389.0,0.0,0.0
2654,21000000.0,51333333.0,78.0,6.0,255.0,1.0,12833333.0
2655,25500000.0,135333333.0,38.0,4.0,630.0,1.0,33833333.0
2656,19000000.0,61000000.0,42.0,2.0,573.0,1.0,15250000.0
2657,19000000.0,71333333.0,79.0,5.0,594.0,2.0,35666667.0
2658,18000000.0,68166667.0,40.0,2.0,539.0,1.0,17041667.0
2659,18500000.0,65000000.0,148.0,8.0,200.0,4.0,65000000.0
2660,24000000.0,65833333.0,15.0,1.0,466.0,1.0,16458333.0
2661,10500000.0,60166667.0,44.0,3.0,225.0,1.0,15041667.0
2662,15500000.0,59166667.0,52.0,5.0,111.0,1.0,14791667.0
2663,13000000.0,62666667.0,36.0,3.0,300.0,1.0,15666667.0
2664,13000000.0,58333333.0,27.0,2.0,460.0,1.0,14583333.0
2665,22500000.0,53500000.0,44.0,2.0,370.0,1.0,13375000.0
2666,26000000.0,146000000.0,29.0,1.0,518.0,1.0,36500000.0
2667,17500000.0,79333333.0,23.0,1.0,645.0,1.0,19833333.0
2668,10500000.0,60166667.0,32.0,4.0,348.0,1.0,15041667.0
2669,13000000.0,57500000.0,90.0,4.0,375.0,2.0,28750000.0
2670,21000000.0,71500000.0,65.0,4.0,633.0,2.0,35750000.0
2671,21000000.0,61666667.0,18.0,1.0,421.0,1.0,15416667.0
2672,18000000.0,52000000.0,87.0,7.0,126.0,1.0,13000000.0
2673,18000000.0,64666667.0,41.0,2.0,664.0,1.0,16166667.0
2674,20000000.0,65333333.0,105.0,8.0,225.0,1.0,16333333.0
2675,6700000.0,61833333.0,35.0,2.0,276.0,1.0,15458333.0
2676,17500000.0,66166667.0,98.0,7.0,188.0,1.0,16541667.0
2677,200000.0,22833333.0,124.0,7.0,72.99999999999997,2.0,11416667.0
2678,200000.0,18500000.0,141.0,8.0,16.0,2.0,9250000.0
2679,10500000.0,55666667.0,59.0,4.0,321.0,2.0,27833333.0
2680,18000000.0,47000000.0,0.0,0.0,626.0,0.0,0.0
2681,26000000.0,144833333.0,19.0,1.0,518.0,1.0,36208333.0
2682,19500000.0,74000000.0,39.0,2.0,659.0,1.0,18500000.0
2683,24000000.0,63833333.0,29.0,2.0,428.0,1.0,15958333.0
2684,21000000.0,60166667.0,25.0,2.0,682.0,1.0,15041667.0
2685,26000000.0,136000000.0,38.0,3.0,385.0,1.0,34000000.0
2686,4700000.0,16500000.0,154.0,9.0,95.0,2.0,8250000.0
2687,10500000.0,56000000.0,26.0,2.0,262.0,1.0,14000000.0
2688,20500000.0,67000000.0,58.0,7.0,209.0,1.0,16750000.0
