,net_income,loan_amount,amount_of_late,late_payment_amount,credit_score,arrears_amounts,loss_reverse,credit_risk
2714,9700000.0,55166666.66666666,9.0,2.0,230.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2715,27000000.0,132666666.66666669,160.0,9.0,424.0,4.0,132666666.66666669,Tidak tertagih dengan resiko rendah
2716,9700000.0,58166666.66666666,0.0,0.0,322.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2717,200000.0,23333333.33333333,121.0,6.0,5.0,1.0,5833333.333333332,Tertagih dengan resiko rendah
2718,20500000.0,62833333.333333336,14.0,2.0,511.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2719,18000000.0,67500000.0,52.0,4.0,216.0,1.0,16875000.0,Tidak tertagih dengan resiko tinggi
2720,25500000.0,142500000.0,0.0,0.0,454.0,0.0,0.0,Tidak tertagih dengan resiko rendah
2721,19000000.0,54166666.66666666,10.0,1.0,596.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2722,18500000.0,60666666.66666666,157.0,10.0,107.0,2.0,30333333.33333333,Tertagih dengan resiko tinggi
2723,10500000.0,62166666.66666666,10.999999999999993,2.0,404.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2724,9700000.0,55833333.333333336,28.0,1.0,396.0,1.0,13958333.333333334,Tidak tertagih dengan resiko tinggi
2725,19500000.0,66000000.0,27.0,3.0,638.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2726,17500000.0,61166666.66666666,140.0,9.0,292.0,1.0,15291666.666666666,Tidak tertagih dengan resiko tinggi
2727,13000000.0,54833333.333333336,58.0,4.0,337.0,1.0,13708333.333333334,Tidak tertagih dengan resiko tinggi
2728,17500000.0,50833333.333333336,0.0,0.0,574.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2729,19000000.0,60666666.66666666,126.0,7.0,235.0,3.0,45500000.0,Tertagih dengan resiko tinggi
2730,10500000.0,54500000.0,29.0,2.0,269.0,1.0,13625000.0,Tidak tertagih dengan resiko tinggi
2731,21000000.0,70166666.66666667,64.0,7.0,127.0,1.0,17541666.666666668,Tidak tertagih dengan resiko tinggi
2732,18500000.0,58166666.66666666,19.0,1.0,502.0,1.0,14541666.666666666,Tidak tertagih dengan resiko tinggi
2733,11700000.0,55000000.0,54.0,3.0,290.0,1.0,13750000.0,Tidak tertagih dengan resiko tinggi
2734,13000000.0,59000000.0,71.0,3.0,400.0,2.0,29500000.0,Tertagih dengan resiko tinggi
2735,18500000.0,52500000.0,154.0,9.0,126.0,3.0,39375000.0,Tertagih dengan resiko tinggi
2736,17500000.0,57833333.333333336,167.0,8.0,262.0,2.0,28916666.666666668,Tertagih dengan resiko tinggi
2737,17500000.0,61333333.333333336,112.0,7.0,207.0,2.0,30666666.666666668,Tertagih dengan resiko tinggi
2738,13700000.0,59333333.333333336,120.0,7.0,318.0,2.0,29666666.666666668,Tertagih dengan resiko tinggi
2739,12700000.0,57833333.333333336,52.0,3.0,310.0,1.0,14458333.333333334,Tidak tertagih dengan resiko tinggi
2740,18000000.0,57166666.66666666,119.0,7.0,100.99999999999991,2.0,28583333.33333333,Tertagih dengan resiko tinggi
2741,27000000.0,135333333.33333334,119.0,7.0,446.0,1.0,33833333.333333336,Tidak tertagih dengan resiko rendah
2742,10500000.0,53166666.66666666,21.0,3.0,458.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2743,17500000.0,42833333.333333336,47.0,3.0,328.0,1.0,10708333.333333334,Tidak tertagih dengan resiko tinggi
2744,13000000.0,59500000.0,42.0,5.0,468.0,1.0,14875000.0,Tidak tertagih dengan resiko tinggi
2745,2600000.0,16000000.0,117.0,7.0,3.0,3.0,12000000.0,Tertagih dengan resiko rendah
2746,27000000.0,138833333.33333334,42.0,2.0,401.0,1.0,34708333.333333336,Tidak tertagih dengan resiko rendah
2747,10500000.0,57000000.0,58.0,3.0,282.0,1.0,14250000.0,Tidak tertagih dengan resiko tinggi
2748,15500000.0,51333333.333333336,190.0,10.0,286.0,2.0,25666666.666666668,Tertagih dengan resiko tinggi
2749,17500000.0,66333333.333333336,186.0,10.0,195.0,2.0,33166666.666666668,Tertagih dengan resiko tinggi
2750,17500000.0,51166666.66666666,60.0,4.0,442.0,1.0,12791666.666666666,Tidak tertagih dengan resiko tinggi
2751,26500000.0,146666666.66666663,39.0,2.0,496.0,1.0,36666666.66666666,Tidak tertagih dengan resiko rendah
2752,15500000.0,47000000.0,94.0,7.0,196.0,2.0,23500000.0,Tertagih dengan resiko tinggi
2753,11500000.0,63666666.66666666,45.0,3.0,321.0,1.0,15916666.666666666,Tidak tertagih dengan resiko tinggi
2754,11700000.0,62833333.333333336,28.0,2.0,373.0,1.0,15708333.333333334,Tidak tertagih dengan resiko tinggi
2755,26000000.0,137000000.0,19.999999999999993,2.0,525.0,1.0,34250000.0,Tidak tertagih dengan resiko rendah
2756,15500000.0,77500000.0,88.0,7.0,294.0,2.0,38750000.0,Tertagih dengan resiko tinggi
2757,18000000.0,71500000.0,114.0,9.0,283.0,2.0,35750000.0,Tertagih dengan resiko tinggi
2758,10500000.0,55666666.66666666,66.0,5.0,378.0,1.0,13916666.666666666,Tidak tertagih dengan resiko tinggi
2759,13000000.0,57000000.0,44.0,3.0,389.0,1.0,14250000.0,Tidak tertagih dengan resiko tinggi
2760,13000000.0,54666666.66666666,24.0,2.0,334.0,1.0,13666666.666666666,Tidak tertagih dengan resiko tinggi
2761,15500000.0,66000000.0,76.0,4.0,698.0,1.0,16500000.0,Tidak tertagih dengan resiko tinggi
2762,19000000.0,61333333.333333336,113.0,7.0,123.0,2.0,30666666.666666668,Tertagih dengan resiko tinggi
2763,6700000.0,63333333.333333336,57.0,3.0,313.0,2.0,31666666.666666668,Tertagih dengan resiko tinggi
2764,18000000.0,56166666.66666666,45.0,4.0,228.0,1.0,14041666.666666666,Tidak tertagih dengan resiko tinggi
2765,10700000.0,58833333.333333336,9.0,2.0,376.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2766,15500000.0,72500000.0,90.0,5.0,682.0,3.0,54375000.0,Tertagih dengan resiko tinggi
2767,27000000.0,143833333.33333334,97.0,7.0,426.0,1.0,35958333.333333336,Tidak tertagih dengan resiko rendah
2768,26000000.0,142166666.66666666,91.0,5.0,457.0,2.0,71083333.33333333,Tidak tertagih dengan resiko rendah
2769,10500000.0,55333333.333333336,18.0,1.0,301.0,1.0,13833333.333333334,Tidak tertagih dengan resiko tinggi
2770,24000000.0,55666666.66666666,112.0,7.0,162.0,2.0,27833333.33333333,Tertagih dengan resiko tinggi
2771,13000000.0,55166666.66666666,26.0,1.0,411.0,1.0,13791666.666666666,Tidak tertagih dengan resiko tinggi
2772,23000000.0,49833333.333333336,15.0,2.0,563.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2773,10500000.0,57333333.333333336,42.0,3.0,287.0,1.0,14333333.333333334,Tidak tertagih dengan resiko tinggi
2774,8500000.0,61000000.0,21.0,2.0,395.0,1.0,15250000.0,Tidak tertagih dengan resiko tinggi
2775,18000000.0,70166666.66666667,48.0,4.0,415.0,1.0,17541666.666666668,Tidak tertagih dengan resiko tinggi
2776,21000000.0,56833333.333333336,13.0,1.0,687.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2777,10500000.0,63500000.0,112.0,6.0,365.0,1.0,15875000.0,Tidak tertagih dengan resiko tinggi
2778,17500000.0,81000000.0,179.0,11.0,158.0,2.0,40500000.0,Tertagih dengan resiko tinggi
2779,18000000.0,62333333.333333336,1.0,1.0,571.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2780,15500000.0,77500000.0,151.0,8.0,290.0,3.0,58125000.0,Tertagih dengan resiko tinggi
2781,14000000.0,58166666.66666666,160.0,9.0,303.0,2.0,29083333.33333333,Tertagih dengan resiko tinggi
2782,29000000.0,138833333.33333334,126.0,10.0,458.0,2.0,69416666.66666667,Tidak tertagih dengan resiko rendah
2783,19000000.0,77666666.66666667,42.0,2.0,443.0,1.0,19416666.666666668,Tidak tertagih dengan resiko tinggi
2784,13000000.0,58166666.66666666,30.0,1.0,351.0,1.0,14541666.666666666,Tidak tertagih dengan resiko tinggi
2785,18000000.0,61166666.66666666,100.0,7.0,247.0,2.0,30583333.33333333,Tertagih dengan resiko tinggi
2786,21500000.0,53833333.333333336,40.0,3.0,558.0,1.0,13458333.333333334,Tidak tertagih dengan resiko tinggi
2787,19000000.0,57333333.333333336,46.0,4.0,541.0,1.0,14333333.333333334,Tidak tertagih dengan resiko tinggi
2788,26500000.0,137166666.66666666,114.0,7.0,363.0,2.0,68583333.33333333,Tidak tertagih dengan resiko rendah
2789,18000000.0,64833333.333333336,138.0,9.0,247.0,1.0,16208333.333333334,Tertagih dengan resiko tinggi
2790,25500000.0,143000000.0,0.0,0.0,513.0,0.0,0.0,Tidak tertagih dengan resiko rendah
2791,17500000.0,57166666.66666666,37.0,3.0,538.0,1.0,14291666.666666666,Tidak tertagih dengan resiko tinggi
2792,10500000.0,63333333.333333336,52.0,2.0,259.0,1.0,15833333.333333334,Tidak tertagih dengan resiko tinggi
2793,10500000.0,56333333.333333336,26.0,3.0,402.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2794,15000000.0,74666666.66666667,107.0,7.0,195.0,1.0,18666666.666666668,Tidak tertagih dengan resiko tinggi
2795,21000000.0,69666666.66666667,52.0,3.0,468.0,1.0,17416666.666666668,Tidak tertagih dengan resiko tinggi
2796,7700000.0,56000000.0,3.0,2.0,342.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2797,24000000.0,41666666.66666666,52.0,3.0,533.0,1.0,10416666.666666666,Tidak tertagih dengan resiko tinggi
2798,13000000.0,59333333.333333336,33.0,3.0,410.0,1.0,14833333.333333334,Tidak tertagih dengan resiko tinggi
2799,18500000.0,54833333.333333336,19.999999999999993,2.0,439.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2800,13000000.0,59666666.66666666,68.0,3.0,436.0,1.0,14916666.666666666,Tidak tertagih dengan resiko tinggi
2801,17500000.0,58000000.0,80.0,7.0,653.0,1.0,14500000.0,Tidak tertagih dengan resiko tinggi
2802,10500000.0,57166666.66666666,25.0,1.0,239.0,1.0,14291666.666666666,Tidak tertagih dengan resiko tinggi
2803,18500000.0,64000000.0,43.0,5.0,548.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2804,24000000.0,76000000.0,29.0,1.0,547.0,1.0,19000000.0,Tidak tertagih dengan resiko tinggi
2805,19000000.0,63000000.0,67.0,4.0,582.0,1.0,15750000.0,Tidak tertagih dengan resiko tinggi
2806,10500000.0,61666666.66666666,13.0,2.0,208.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2807,13000000.0,60166666.66666666,0.0,0.0,397.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2808,15500000.0,79833333.33333331,140.0,9.0,119.0,3.0,59875000.0,Tertagih dengan resiko tinggi
2809,22000000.0,55833333.333333336,22.0,2.0,692.0,1.0,13958333.333333334,Tidak tertagih dengan resiko tinggi
2810,13000000.0,60333333.333333336,63.0,7.0,351.0,1.0,15083333.333333334,Tidak tertagih dengan resiko tinggi
2811,21000000.0,49166666.66666666,86.0,5.0,297.0,1.0,12291666.666666666,Tidak tertagih dengan resiko tinggi
2812,13000000.0,61500000.0,28.0,2.0,394.0,1.0,15375000.0,Tidak tertagih dengan resiko tinggi
2813,18000000.0,36500000.0,78.0,4.0,411.0,1.0,9125000.0,Tidak tertagih dengan resiko tinggi
2814,22500000.0,79500000.0,89.0,5.0,580.0,1.0,19875000.0,Tidak tertagih dengan resiko tinggi
2815,10500000.0,55833333.333333336,79.0,5.0,367.0,2.0,27916666.666666668,Tertagih dengan resiko tinggi
2816,17500000.0,52000000.0,0.0,0.0,323.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2817,26000000.0,137666666.66666666,52.0,2.0,486.0,1.0,34416666.666666664,Tidak tertagih dengan resiko rendah
2818,18000000.0,71666666.66666667,97.0,7.0,180.0,2.0,35833333.333333336,Tertagih dengan resiko tinggi
2819,6700000.0,59833333.333333336,28.0,2.0,468.0,1.0,14958333.333333334,Tidak tertagih dengan resiko tinggi
2820,10500000.0,57333333.333333336,47.0,3.0,475.0,1.0,14333333.333333334,Tidak tertagih dengan resiko tinggi
2821,13000000.0,55500000.0,89.0,5.0,341.0,2.0,27750000.0,Tertagih dengan resiko tinggi
2822,15500000.0,44333333.333333336,113.0,8.0,132.0,1.0,11083333.333333334,Tidak tertagih dengan resiko tinggi
2823,18000000.0,73166666.66666667,94.0,4.0,275.0,2.0,36583333.333333336,Tertagih dengan resiko tinggi
2824,13000000.0,61166666.66666666,40.0,3.0,452.0,1.0,15291666.666666666,Tidak tertagih dengan resiko tinggi
2825,23000000.0,74000000.0,94.0,5.0,647.0,2.0,37000000.0,Tertagih dengan resiko tinggi
2826,4700000.0,22000000.0,84.0,6.0,22.0,1.0,5500000.0,Tertagih dengan resiko rendah
2827,17500000.0,76833333.33333331,157.0,8.0,192.0,3.0,57625000.0,Tertagih dengan resiko tinggi
2828,17500000.0,64500000.0,31.0,2.0,584.0,1.0,16125000.0,Tidak tertagih dengan resiko tinggi
2829,16000000.0,66500000.0,142.0,7.0,105.0,1.0,16625000.0,Tertagih dengan resiko tinggi
2830,13000000.0,57333333.333333336,42.0,2.0,382.0,1.0,14333333.333333334,Tidak tertagih dengan resiko tinggi
2831,10500000.0,58666666.66666666,29.0,1.0,327.0,1.0,14666666.666666666,Tidak tertagih dengan resiko tinggi
2832,20000000.0,48333333.333333336,22.0,2.0,615.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2833,9700000.0,63166666.66666666,39.0,3.0,391.0,1.0,15791666.666666666,Tidak tertagih dengan resiko tinggi
2834,10700000.0,55166666.66666666,65.0,3.0,362.0,1.0,13791666.666666666,Tidak tertagih dengan resiko tinggi
2835,10500000.0,52833333.333333336,29.0,1.0,340.0,1.0,13208333.333333334,Tidak tertagih dengan resiko tinggi
2836,25500000.0,143833333.33333334,36.0,2.0,572.0,1.0,35958333.333333336,Tidak tertagih dengan resiko rendah
2837,26000000.0,138166666.66666666,22.0,1.0,618.0,1.0,34541666.666666664,Tidak tertagih dengan resiko rendah
2838,10700000.0,57333333.333333336,34.0,3.0,294.0,1.0,14333333.333333334,Tidak tertagih dengan resiko tinggi
2839,6700000.0,56833333.333333336,54.0,3.0,346.0,1.0,14208333.333333334,Tidak tertagih dengan resiko tinggi
2840,22500000.0,88000000.0,40.0,2.0,529.0,1.0,22000000.0,Tidak tertagih dengan resiko tinggi
2841,17500000.0,59000000.0,57.0,4.0,112.0,2.0,29500000.0,Tertagih dengan resiko tinggi
2842,6700000.0,61500000.0,131.0,9.0,300.0,3.0,46125000.0,Tertagih dengan resiko tinggi
2843,21000000.0,50333333.333333336,76.0,4.0,564.0,1.0,12583333.333333334,Tidak tertagih dengan resiko tinggi
2844,18000000.0,63000000.0,91.0,7.0,226.0,1.0,15750000.0,Tidak tertagih dengan resiko tinggi
2845,12500000.0,61500000.0,151.0,9.0,269.0,2.0,30750000.0,Tertagih dengan resiko tinggi
2846,17500000.0,63000000.0,68.0,4.0,191.0,2.0,31500000.0,Tertagih dengan resiko tinggi
2847,15500000.0,58166666.66666666,131.0,8.0,238.0,2.0,29083333.33333333,Tertagih dengan resiko tinggi
2848,10500000.0,61833333.333333336,49.0,3.0,214.0,1.0,15458333.333333334,Tidak tertagih dengan resiko tinggi
2849,19000000.0,57666666.66666666,19.0,1.0,483.0,1.0,14416666.666666666,Tidak tertagih dengan resiko tinggi
2850,30000000.0,139333333.33333334,0.0,0.0,439.0,0.0,0.0,Tidak tertagih dengan resiko rendah
2851,9700000.0,60333333.333333336,49.0,2.0,309.0,1.0,15083333.333333334,Tidak tertagih dengan resiko tinggi
2852,21000000.0,62333333.333333336,106.0,6.0,246.0,2.0,31166666.666666668,Tertagih dengan resiko tinggi
2853,10500000.0,61333333.333333336,12.0,1.0,234.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2854,17500000.0,65000000.0,89.0,6.0,295.0,1.0,16250000.0,Tidak tertagih dengan resiko tinggi
2855,17500000.0,46833333.333333336,69.0,5.0,495.0,1.0,11708333.333333334,Tidak tertagih dengan resiko tinggi
2856,10500000.0,54666666.66666666,55.0,2.0,329.0,2.0,27333333.33333333,Tidak tertagih dengan resiko tinggi
2857,18000000.0,67666666.66666667,41.0,3.0,413.0,2.0,33833333.333333336,Tertagih dengan resiko tinggi
2858,10500000.0,63500000.0,24.0,2.0,249.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2859,15500000.0,53833333.333333336,94.0,8.0,114.0,1.0,13458333.333333334,Tidak tertagih dengan resiko tinggi
2860,10500000.0,56333333.333333336,38.0,3.0,330.0,1.0,14083333.333333334,Tidak tertagih dengan resiko tinggi
2861,10500000.0,58833333.333333336,69.0,3.0,434.0,1.0,14708333.333333334,Tidak tertagih dengan resiko tinggi
2862,13000000.0,58833333.333333336,68.0,5.0,452.0,1.0,14708333.333333334,Tidak tertagih dengan resiko tinggi
2863,13000000.0,61166666.66666666,33.0,2.0,321.0,1.0,15291666.666666666,Tidak tertagih dengan resiko tinggi
2864,5700000.0,60166666.66666666,28.0,1.0,215.0,1.0,15041666.666666666,Tidak tertagih dengan resiko tinggi
2865,18000000.0,67500000.0,30.0,3.0,455.0,1.0,16875000.0,Tidak tertagih dengan resiko tinggi
2866,13000000.0,58333333.333333336,53.0,3.0,463.0,1.0,14583333.333333334,Tidak tertagih dengan resiko tinggi
2867,18000000.0,41500000.0,18.0,2.0,666.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2868,20500000.0,76333333.33333331,160.0,9.0,208.0,3.0,57250000.0,Tertagih dengan resiko tinggi
2869,13000000.0,54500000.0,23.0,2.0,499.0,1.0,13625000.0,Tidak tertagih dengan resiko tinggi
2870,18000000.0,65833333.333333336,160.0,10.0,274.0,2.0,32916666.666666668,Tertagih dengan resiko tinggi
2871,12500000.0,64666666.66666666,39.0,2.0,292.0,1.0,16166666.666666666,Tidak tertagih dengan resiko tinggi
2872,13000000.0,61833333.333333336,35.0,2.0,359.0,1.0,15458333.333333334,Tidak tertagih dengan resiko tinggi
2873,10500000.0,61833333.333333336,34.0,2.0,495.0,1.0,15458333.333333334,Tidak tertagih dengan resiko tinggi
2874,8700000.0,54000000.0,67.0,4.0,355.0,1.0,13500000.0,Tidak tertagih dengan resiko tinggi
2875,18000000.0,71000000.0,0.0,0.0,576.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2876,15500000.0,56166666.66666666,130.0,8.0,127.0,3.0,42125000.0,Tertagih dengan resiko tinggi
2877,25500000.0,139666666.66666666,104.0,7.0,231.0,2.0,69833333.33333333,Tidak tertagih dengan resiko rendah
2878,13000000.0,61500000.0,0.0,0.0,411.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2879,10500000.0,64500000.0,40.0,2.0,236.0,1.0,16125000.0,Tidak tertagih dengan resiko tinggi
2880,22500000.0,70166666.66666667,168.0,11.0,137.0,2.0,35083333.333333336,Tertagih dengan resiko tinggi
2881,26000000.0,141000000.0,0.0,0.0,556.0,0.0,0.0,Tidak tertagih dengan resiko rendah
2882,13000000.0,57166666.66666666,30.0,2.0,331.0,1.0,14291666.666666666,Tidak tertagih dengan resiko tinggi
2883,13000000.0,59666666.66666666,34.0,3.0,431.0,1.0,14916666.666666666,Tidak tertagih dengan resiko tinggi
2884,4700000.0,22166666.66666667,163.0,9.0,75.0,1.0,5541666.666666668,Tertagih dengan resiko rendah
2885,11700000.0,59333333.333333336,14.0,1.0,397.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2886,17500000.0,73500000.0,142.0,10.0,214.0,2.0,36750000.0,Tertagih dengan resiko tinggi
2887,18500000.0,69833333.33333333,176.0,9.0,210.0,2.0,34916666.666666664,Tertagih dengan resiko tinggi
2888,13700000.0,56833333.333333336,0.0,0.0,448.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2889,4700000.0,19500000.0,106.0,7.0,7.0,3.0,14625000.0,Tertagih dengan resiko rendah
2890,10500000.0,60833333.333333336,33.0,3.0,348.0,1.0,15208333.333333334,Tidak tertagih dengan resiko tinggi
2891,22500000.0,72000000.0,164.0,8.0,121.0,4.0,72000000.0,Tertagih dengan resiko tinggi
2892,10500000.0,62166666.66666666,10.999999999999993,1.0,419.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2893,22000000.0,68666666.66666667,79.0,5.0,203.0,1.0,17166666.666666668,Tidak tertagih dengan resiko tinggi
2894,13000000.0,56000000.0,49.0,3.0,344.0,1.0,14000000.0,Tidak tertagih dengan resiko tinggi
2895,15500000.0,52666666.66666666,52.0,2.0,499.0,1.0,13166666.666666666,Tidak tertagih dengan resiko tinggi
2896,19000000.0,66666666.66666666,139.0,8.0,164.0,2.0,33333333.33333333,Tertagih dengan resiko tinggi
2897,10500000.0,60333333.333333336,24.0,2.0,361.0,1.0,15083333.333333334,Tidak tertagih dengan resiko tinggi
2898,10500000.0,60666666.66666666,0.0,0.0,308.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2899,15500000.0,62833333.333333336,76.0,7.0,298.0,1.0,15708333.333333334,Tidak tertagih dengan resiko tinggi
2900,13000000.0,55500000.0,23.0,2.0,445.0,1.0,13875000.0,Tidak tertagih dengan resiko tinggi
2901,22500000.0,47166666.66666666,31.0,2.0,530.0,1.0,11791666.666666666,Tidak tertagih dengan resiko tinggi
2902,18000000.0,76833333.33333331,119.0,6.0,145.0,4.0,76833333.33333333,Tertagih dengan resiko tinggi
2903,10500000.0,57166666.66666666,42.0,2.0,368.0,1.0,14291666.666666666,Tidak tertagih dengan resiko tinggi
2904,13000000.0,57833333.333333336,62.0,4.0,428.0,1.0,14458333.333333334,Tidak tertagih dengan resiko tinggi
2905,17500000.0,63000000.0,99.0,7.0,175.0,3.0,47250000.0,Tertagih dengan resiko tinggi
2906,21000000.0,60333333.333333336,74.0,4.0,561.0,2.0,30166666.666666668,Tertagih dengan resiko tinggi
2907,15000000.0,72833333.33333331,126.0,7.0,265.0,1.0,18208333.33333333,Tidak tertagih dengan resiko tinggi
2908,19000000.0,66333333.333333336,118.0,7.0,283.0,2.0,33166666.666666668,Tertagih dengan resiko tinggi
2909,10500000.0,56500000.0,85.0,4.0,219.0,1.0,14125000.0,Tidak tertagih dengan resiko tinggi
2910,18000000.0,62500000.0,81.0,6.0,193.0,1.0,15625000.0,Tidak tertagih dengan resiko tinggi
2911,18500000.0,68333333.33333333,82.0,5.0,456.0,1.0,17083333.333333332,Tidak tertagih dengan resiko tinggi
2912,21000000.0,57000000.0,0.0,0.0,584.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2913,10500000.0,59166666.66666666,12.0,1.0,309.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2914,2600000.0,23166666.66666667,178.0,8.0,84.0,2.0,11583333.333333334,Tertagih dengan resiko rendah
2915,10500000.0,58166666.66666666,0.0,0.0,378.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2916,18000000.0,66833333.333333336,114.0,7.0,100.99999999999991,2.0,33416666.666666668,Tertagih dengan resiko tinggi
2917,18500000.0,44500000.0,29.0,2.0,584.0,1.0,11125000.0,Tidak tertagih dengan resiko tinggi
2918,15500000.0,65333333.333333336,93.0,8.0,201.0,1.0,16333333.333333334,Tidak tertagih dengan resiko tinggi
2919,19000000.0,72500000.0,139.0,9.0,239.0,4.0,72500000.0,Tertagih dengan resiko tinggi
2920,17500000.0,80166666.66666667,111.0,9.0,287.0,1.0,20041666.666666668,Tertagih dengan resiko tinggi
2921,19000000.0,50000000.0,25.0,2.0,355.0,1.0,12500000.0,Tidak tertagih dengan resiko tinggi
2922,13000000.0,64833333.333333336,16.0,1.0,362.0,1.0,16208333.333333334,Tidak tertagih dengan resiko tinggi
2923,21500000.0,62833333.333333336,141.0,8.0,204.0,3.0,47125000.0,Tertagih dengan resiko tinggi
2924,18000000.0,67666666.66666667,97.0,6.0,241.0,2.0,33833333.333333336,Tertagih dengan resiko tinggi
2925,4700000.0,21500000.0,171.0,10.0,91.0,3.0,16125000.0,Tertagih dengan resiko rendah
2926,13000000.0,61500000.0,85.0,4.0,378.0,2.0,30750000.0,Tertagih dengan resiko tinggi
2927,19000000.0,83166666.66666667,44.0,3.0,406.0,1.0,20791666.666666668,Tidak tertagih dengan resiko tinggi
2928,27000000.0,136333333.33333334,148.0,8.0,322.0,3.0,102250000.0,Tidak tertagih dengan resiko rendah
2929,15500000.0,66500000.0,137.0,9.0,228.0,1.0,16625000.0,Tertagih dengan resiko tinggi
2930,18500000.0,69666666.66666667,103.0,10.0,179.0,1.0,17416666.666666668,Tertagih dengan resiko tinggi
2931,9700000.0,57833333.333333336,49.0,5.0,331.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2932,15500000.0,66500000.0,119.0,9.0,271.0,3.0,49875000.0,Tertagih dengan resiko tinggi
2933,15500000.0,50833333.333333336,113.0,8.0,146.0,2.0,25416666.666666668,Tertagih dengan resiko tinggi
2934,21000000.0,71166666.66666667,67.0,5.0,264.0,1.0,17791666.666666668,Tidak tertagih dengan resiko tinggi
2935,21000000.0,68833333.33333333,133.0,10.0,135.0,1.0,17208333.333333332,Tertagih dengan resiko tinggi
2936,10500000.0,55333333.333333336,40.0,3.0,217.0,1.0,13833333.333333334,Tidak tertagih dengan resiko tinggi
2937,13000000.0,58500000.0,30.0,2.0,300.0,1.0,14625000.0,Tidak tertagih dengan resiko tinggi
2938,13000000.0,66500000.0,0.0,0.0,497.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2939,10500000.0,62166666.66666666,0.0,0.0,364.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2940,17500000.0,70333333.33333333,62.0,6.0,124.0,1.0,17583333.333333332,Tidak tertagih dengan resiko tinggi
2941,200000.0,21833333.33333333,64.0,6.0,15.0,1.0,5458333.333333332,Tertagih dengan resiko rendah
2942,13000000.0,55833333.333333336,143.0,8.0,424.0,3.0,41875000.0,Tertagih dengan resiko tinggi
2943,9700000.0,58166666.66666666,30.0,4.0,345.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
2944,15500000.0,70666666.66666667,172.0,8.0,286.0,3.0,53000000.0,Tertagih dengan resiko tinggi
2945,18000000.0,62666666.66666666,88.0,8.0,221.0,2.0,31333333.33333333,Tertagih dengan resiko tinggi
2946,18000000.0,67666666.66666667,77.0,4.0,514.0,1.0,16916666.666666668,Tidak tertagih dengan resiko tinggi
2947,10500000.0,56166666.66666666,70.0,5.0,386.0,1.0,14041666.666666666,Tidak tertagih dengan resiko tinggi
2948,27500000.0,132333333.33333331,25.0,2.0,560.0,1.0,33083333.33333333,Tidak tertagih dengan resiko rendah
2949,18500000.0,82833333.33333331,125.0,7.0,206.0,2.0,41416666.66666666,Tertagih dengan resiko tinggi
2950,26500000.0,139500000.0,66.0,4.0,475.0,1.0,34875000.0,Tidak tertagih dengan resiko rendah
2951,15500000.0,83666666.66666667,60.0,7.0,219.0,2.0,41833333.333333336,Tertagih dengan resiko tinggi
2952,21000000.0,70333333.33333333,152.0,9.0,165.0,2.0,35166666.666666664,Tertagih dengan resiko tinggi
2953,5700000.0,60166666.66666666,44.0,2.0,257.0,1.0,15041666.666666666,Tidak tertagih dengan resiko tinggi
2954,18000000.0,52666666.66666666,164.0,10.0,144.0,4.0,52666666.66666666,Tertagih dengan resiko tinggi
2955,17500000.0,63000000.0,139.0,8.0,221.0,2.0,31500000.0,Tertagih dengan resiko tinggi
2956,17500000.0,75333333.33333331,53.0,3.0,568.0,1.0,18833333.33333333,Tidak tertagih dengan resiko tinggi
