,debtor_gender,age,debtor_education_level,debtor_martial_status,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,aging
2036,Wanita,51,S1,Sudah menikah,Retired,2,13000000.0,2023-01-09,14083333.333333334,19000000,10300000,86,5,Tertagih,329,2,9500000,28166666.666666668,DPK
2037,Wanita,76,D2,Sudah menikah,Retired,5,10500000.0,2023-05-14,15875000.0,15000000,10900000,77,5,Tertagih,261,2,9500000,31750000.0,DPK
2038,Wanita,70,D3,Sudah menikah,Retired,4,15500000.0,2023-04-01,13291666.666666666,20000000,11000000,68,4,Tidak tertagih,110,2,6000000,26583333.33333333,DPK
2039,Pria,31,SMA,Belum menikah,Contract,3,10700000.0,2023-09-08,13458333.333333334,18000000,17500000,27,1,Tidak tertagih,361,1,9500000,13458333.333333334,DPK
2040,Pria,37,D3,Sudah menikah,Full-time,3,17500000.0,2023-03-07,11416666.666666666,4000000,3000000,101,8,Tidak tertagih,270,1,6000000,11416666.666666666,Kurang lancar
2041,Pria,70,D3,Sudah menikah,Retired,4,10500000.0,2023-08-10,14125000.0,19000000,14500000,116,6,Tidak tertagih,257,2,4000000,28250000.0,Kurang lancar
2042,Wanita,76,S1,Sudah menikah,Retired,4,13000000.0,2023-08-26,12666666.666666666,10000000,5700000,73,4,Tidak tertagih,304,1,6000000,12666666.666666666,DPK
2043,Pria,47,S2,Sudah menikah,Full-time,2,26000000.0,2023-07-04,34333333.333333336,36000000,29800000,32,3,Tertagih,580,1,9000000,34333333.333333336,DPK
2044,Wanita,38,D2,Sudah menikah,Full-time,3,17500000.0,2023-05-23,13833333.333333334,21000000,10900000,151,7,Tidak tertagih,233,3,4000000,41500000.0,Diragukan
2045,Pria,35,D3,Sudah menikah,Full-time,4,17500000.0,2023-07-12,15666666.666666666,12500000,9150000,163,9,Tidak tertagih,267,2,9500000,31333333.33333333,Diragukan
2046,Pria,44,S2,Sudah menikah,Self-employed,4,27000000.0,2023-05-01,34791666.666666664,38500000,29150000,107,8,Tidak tertagih,367,3,8000000,104375000.0,Kurang lancar
2047,Pria,45,S1,Sudah menikah,Full-time,3,24000000.0,2023-01-22,16125000.0,7500000,5350000,27,2,Tertagih,684,1,14000000,16125000.0,DPK
2048,Pria,39,S1,Sudah menikah,Contract,4,19000000.0,2023-02-12,17750000.0,28000000,17900000,127,8,Tidak tertagih,208,1,5000000,17750000.0,Diragukan
2049,Pria,34,S1,Sudah menikah,Full-time,2,21000000.0,2023-08-01,22208333.33333333,6500000,3250000,48,2,Tertagih,637,1,5000000,22208333.33333333,DPK
2050,Pria,70,S1,Sudah menikah,Retired,4,13000000.0,2023-03-05,14875000.0,19500000,12150000,16,1,Tertagih,310,1,9000000,14875000.0,DPK
2051,Pria,30,SMA,Belum menikah,Contract,1,9700000.0,2023-03-20,14541666.666666666,6500000,5450000,72,5,Tidak tertagih,363,1,7500000,14541666.666666666,DPK
2052,Wanita,56,S2,Sudah menikah,Retired,4,13000000.0,2023-03-18,15666666.666666666,10000000,7100000,11,1,Tidak tertagih,407,0,13000000,0.0,DPK
2053,Pria,73,D3,Sudah menikah,Retired,4,13500000.0,2023-06-08,16500000.0,9000000,6200000,75,4,Tidak tertagih,309,1,9500000,16500000.0,DPK
2054,Pria,55,S3,Sudah menikah,Retired,2,13000000.0,2023-09-02,15666666.666666666,9000000,8900000,23,3,Tertagih,414,0,5000000,0.0,DPK
2055,Pria,29,D1,Belum menikah,Full-time,1,26500000.0,2023-04-10,33166666.666666668,37000000,23900000,147,10,Tidak tertagih,255,1,14500000,33166666.666666668,Diragukan
2056,Pria,24,D3,Belum menikah,Full-time,0,15500000.0,2023-05-29,17833333.333333332,18500000,10850000,102,6,Tertagih,638,1,15500000,17833333.333333332,Kurang lancar
2057,Pria,73,S2,Sudah menikah,Retired,4,13000000.0,2023-08-16,16125000.0,13000000,11800000,22,3,Tertagih,477,0,13000000,0.0,DPK
2058,Wanita,69,S1,Sudah menikah,Retired,4,13000000.0,2023-08-07,14500000.0,13500000,10450000,33,2,Tidak tertagih,333,1,9500000,14500000.0,DPK
2059,Wanita,59,S1,Sudah menikah,Retired,3,18000000.0,2023-02-26,14875000.0,20500000,14050000,32,2,Tertagih,505,1,4500000,14875000.0,DPK
2060,Wanita,63,S1,Sudah menikah,Retired,3,18000000.0,2023-06-26,14541666.666666666,23000000,18500000,19,1,Tertagih,405,1,4000000,14541666.666666666,DPK
2061,Pria,75,D3,Sudah menikah,Retired,3,10500000.0,2023-02-05,13750000.0,5000000,4000000,44,2,Tidak tertagih,266,1,6000000,13750000.0,DPK
2062,Wanita,56,D1,Sudah menikah,Retired,3,15500000.0,2023-05-06,15958333.333333334,17500000,16150000,93,8,Tidak tertagih,205,1,9000000,15958333.333333334,Kurang lancar
2063,Wanita,77,S1,Sudah menikah,Retired,4,18000000.0,2023-08-07,17791666.666666668,22500000,13250000,112,7,Tidak tertagih,252,1,9500000,17791666.666666668,Kurang lancar
2064,Pria,31,S1,Belum menikah,Full-time,0,27000000.0,2023-06-29,33916666.666666664,37000000,28800000,50,3,Tertagih,317,1,4000000,33916666.666666664,DPK
2065,Pria,69,S1,Sudah menikah,Retired,2,13000000.0,2023-02-21,15666666.666666666,9500000,7550000,59,3,Tertagih,395,1,12500000,15666666.666666666,DPK
2066,Wanita,18,SMP,Belum menikah,Not-employed,1,4520000.0,2023-05-07,4500000.0,2500000,1650000,71,5,Tidak tertagih,88,1,7000000,4500000.0,DPK
2067,Wanita,64,S2,Sudah menikah,Retired,2,13000000.0,2023-01-09,15291666.666666666,19000000,15600000,19,1,Tidak tertagih,332,1,5500000,15291666.666666666,DPK
2068,Wanita,61,S1,Sudah menikah,Retired,4,21000000.0,2023-07-05,13458333.333333334,4000000,2900000,64,6,Tidak tertagih,244,1,11000000,13458333.333333334,DPK
2069,Pria,45,D3,Sudah menikah,Full-time,3,22500000.0,2023-08-07,14458333.333333334,1500000,850000,78,3,Tertagih,595,2,13500000,28916666.666666668,DPK
2070,Wanita,60,D1,Sudah menikah,Retired,5,10500000.0,2023-07-24,16208333.333333334,4000000,3700000,22,1,Tertagih,246,1,4000000,16208333.333333334,DPK
2071,Pria,45,S2,Sudah menikah,Full-time,4,19000000.0,2023-07-25,15625000.0,18000000,9700000,90,6,Tidak tertagih,192,1,8500000,15625000.0,DPK
2072,Wanita,56,D2,Sudah menikah,Retired,3,15500000.0,2023-07-05,13791666.666666666,27000000,19800000,62,3,Tertagih,484,1,8500000,13791666.666666666,DPK
2073,Wanita,19,SMA,Belum menikah,Contract,2,11700000.0,2023-03-01,15458333.333333334,12500000,7950000,81,3,Tertagih,425,3,5000000,46375000.0,DPK
2074,Pria,49,S1,Sudah menikah,Full-time,2,21000000.0,2023-02-20,15791666.666666666,19000000,11800000,58,4,Tertagih,473,1,4000000,15791666.666666666,DPK
2075,Pria,62,S2,Sudah menikah,Retired,4,13000000.0,2023-06-04,13791666.666666666,4500000,2950000,6,1,Tidak tertagih,338,0,24500000,0.0,DPK
2076,Pria,23,D1,Belum menikah,Full-time,0,15500000.0,2023-05-23,17166666.666666668,18500000,14650000,12,1,Tertagih,659,0,5500000,0.0,DPK
2077,Pria,22,SMA,Belum menikah,Contract,1,5700000.0,2023-07-08,14750000.0,15500000,10750000,57,3,Tidak tertagih,256,1,12000000,14750000.0,DPK
2078,Wanita,62,S1,Sudah menikah,Retired,2,21000000.0,2023-07-09,17125000.0,9000000,6200000,96,7,Tidak tertagih,106,1,7000000,17125000.0,Kurang lancar
2079,Wanita,76,D3,Sudah menikah,Retired,3,10500000.0,2023-02-23,14083333.333333334,11500000,7350000,10,1,Tidak tertagih,348,0,6500000,0.0,DPK
2080,Wanita,70,S1,Sudah menikah,Retired,2,18000000.0,2023-04-28,16125000.0,28000000,25400000,19,2,Tertagih,639,1,3000000,16125000.0,DPK
2081,Pria,29,D1,Belum menikah,Full-time,1,24500000.0,2023-01-30,17291666.666666668,7500000,7450000,37,3,Tertagih,617,1,12000000,17291666.666666668,DPK
2082,Pria,44,S2,Sudah menikah,Full-time,3,19000000.0,2023-03-18,11833333.333333334,24500000,16150000,136,7,Tidak tertagih,184,1,9000000,11833333.333333334,Diragukan
2083,Wanita,63,S1,Sudah menikah,Retired,4,18000000.0,2023-09-03,16416666.666666666,16500000,8250000,112,7,Tidak tertagih,244,2,7500000,32833333.33333333,Kurang lancar
2084,Wanita,68,S1,Sudah menikah,Retired,4,13000000.0,2023-05-01,14625000.0,17500000,12250000,187,10,Tidak tertagih,355,3,4000000,43875000.0,Macet
2085,Pria,25,D1,Belum menikah,Contract,0,8500000.0,2023-01-02,14291666.666666666,8000000,5300000,33,2,Tertagih,269,1,13000000,14291666.666666666,DPK
2086,Pria,64,S1,Sudah menikah,Retired,4,13000000.0,2023-03-12,14541666.666666666,8500000,7650000,71,5,Tertagih,462,1,5000000,14541666.666666666,DPK
2087,Pria,26,D1,Belum menikah,Full-time,0,15500000.0,2023-05-14,12875000.0,20000000,17500000,0,0,Tertagih,667,0,3500000,0.0,Lancar
2088,Pria,45,S1,Sudah menikah,Full-time,4,19000000.0,2023-03-04,14541666.666666666,15500000,11950000,88,7,Tidak tertagih,140,1,4000000,14541666.666666666,DPK
2089,Pria,49,D3,Sudah menikah,Full-time,3,17500000.0,2023-05-07,15416666.666666666,16000000,10100000,122,6,Tidak tertagih,279,2,15000000,30833333.33333333,Diragukan
2090,Pria,51,S1,Sudah menikah,Retired,4,13000000.0,2023-03-02,13750000.0,16000000,9200000,72,3,Tertagih,396,2,8000000,27500000.0,DPK
2091,Wanita,38,D2,Sudah menikah,Full-time,5,20500000.0,2023-03-23,15708333.333333334,28000000,15000000,102,6,Tidak tertagih,109,3,3000000,47125000.0,Kurang lancar
2092,Wanita,77,S1,Sudah menikah,Retired,4,13000000.0,2023-03-12,14291666.666666666,15000000,14300000,0,0,Tertagih,355,0,9500000,0.0,Lancar
2093,Pria,36,S3,Sudah menikah,Full-time,2,26000000.0,2023-06-14,33875000.0,37500000,37150000,25,1,Tertagih,682,1,8500000,33875000.0,DPK
2094,Pria,50,S3,Sudah menikah,Retired,3,27000000.0,2023-09-08,34125000.0,33500000,21450000,93,5,Tertagih,481,1,5000000,34125000.0,Kurang lancar
2095,Pria,37,D3,Sudah menikah,Full-time,4,22500000.0,2023-04-29,16666666.666666666,2500000,2250000,95,5,Tidak tertagih,229,2,5000000,33333333.33333333,Kurang lancar
2096,Pria,69,S3,Sudah menikah,Retired,4,13000000.0,2023-09-17,14000000.0,8500000,5750000,17,1,Tertagih,475,1,15000000,14000000.0,DPK
2097,Pria,28,SMA,Belum menikah,Contract,4,14700000.0,2023-05-04,14250000.0,10000000,9300000,110,9,Tidak tertagih,250,1,7000000,14250000.0,Kurang lancar
2098,Pria,39,S2,Sudah menikah,Contract,2,24000000.0,2023-08-14,13458333.333333334,10000000,6100000,49,3,Tertagih,591,1,7000000,13458333.333333334,DPK
2099,Pria,34,S3,Sudah menikah,Full-time,2,31000000.0,2023-01-23,34541666.666666664,37500000,36950000,73,4,Tertagih,676,2,9000000,69083333.33333333,DPK
2100,Pria,25,SMA,Belum menikah,Part-time,2,11700000.0,2023-08-11,15708333.333333334,16500000,12150000,23,3,Tertagih,324,1,6500000,15708333.333333334,DPK
2101,Pria,42,D3,Sudah menikah,Contract,5,22500000.0,2023-08-23,14333333.333333334,24000000,21700000,22,1,Tertagih,326,1,4000000,14333333.333333334,DPK
2102,Pria,32,S2,Sudah menikah,Full-time,3,24000000.0,2023-03-10,19000000.0,19000000,11600000,26,3,Tertagih,425,1,14500000,19000000.0,DPK
2103,Wanita,73,S1,Sudah menikah,Retired,3,18000000.0,2023-09-07,17708333.333333332,10500000,7350000,113,8,Tidak tertagih,287,2,10500000,35416666.666666664,Kurang lancar
2104,Pria,30,D1,Belum menikah,Full-time,1,26500000.0,2023-07-12,35583333.333333336,35500000,35250000,25,3,Tertagih,443,1,5500000,35583333.333333336,DPK
2105,Pria,28,SMA,Belum menikah,Part-time,1,9700000.0,2023-01-26,15750000.0,16500000,11650000,83,4,Tidak tertagih,339,2,6000000,31500000.0,DPK
2106,Pria,49,D3,Sudah menikah,Contract,3,17500000.0,2023-06-20,12750000.0,3500000,2050000,85,4,Tertagih,441,2,5000000,25500000.0,DPK
2107,Pria,41,D3,Sudah menikah,Contract,3,23500000.0,2023-08-26,13458333.333333334,29500000,16550000,3,1,Tertagih,695,0,9500000,0.0,DPK
2108,Wanita,52,S1,Sudah menikah,Retired,4,23000000.0,2023-06-05,14375000.0,28500000,14850000,76,8,Tidak tertagih,154,1,14500000,14375000.0,DPK
2109,Pria,46,S2,Sudah menikah,Full-time,4,19000000.0,2023-02-02,15250000.0,1500000,1050000,134,9,Tidak tertagih,216,3,8500000,45750000.0,Diragukan
2110,Wanita,62,S2,Sudah menikah,Retired,4,21000000.0,2023-07-14,16458333.333333334,12500000,9250000,102,8,Tidak tertagih,230,2,9000000,32916666.666666668,Kurang lancar
2111,Pria,30,D1,Belum menikah,Full-time,0,26500000.0,2023-09-03,34083333.333333336,34500000,26450000,21,1,Tertagih,573,1,13000000,34083333.333333336,DPK
2112,Pria,42,D3,Sudah menikah,Full-time,5,17500000.0,2023-04-21,19083333.33333333,2500000,1850000,80,5,Tidak tertagih,160,1,8500000,19083333.33333333,DPK
2113,Pria,67,D3,Sudah menikah,Retired,4,10500000.0,2023-06-03,15000000.0,17500000,14650000,25,1,Tidak tertagih,312,1,19000000,15000000.0,DPK
2114,Pria,35,S1,Sudah menikah,Full-time,2,21000000.0,2023-07-05,17416666.666666668,18500000,11350000,102,5,Tertagih,575,2,4500000,34833333.333333336,Kurang lancar
2115,Pria,34,S1,Sudah menikah,Full-time,4,19000000.0,2023-01-11,12166666.666666666,3500000,2250000,97,5,Tertagih,523,1,10000000,12166666.666666666,Kurang lancar
2116,Wanita,63,S2,Sudah menikah,Retired,2,13000000.0,2023-04-18,15083333.333333334,12000000,8300000,29,3,Tertagih,391,1,17000000,15083333.333333334,DPK
2117,Pria,25,D1,Belum menikah,Contract,0,10500000.0,2023-08-15,14791666.666666666,17500000,17150000,16,4,Tertagih,365,0,9500000,0.0,DPK
2118,Wanita,78,D3,Sudah menikah,Retired,4,15500000.0,2023-01-18,15250000.0,6000000,5200000,111,7,Tidak tertagih,133,1,6500000,15250000.0,Kurang lancar
2119,Pria,30,D1,Belum menikah,Full-time,0,26500000.0,2023-05-25,34666666.666666664,31500000,23650000,36,2,Tertagih,587,1,4000000,34666666.666666664,DPK
2120,Wanita,61,D3,Sudah menikah,Retired,5,18500000.0,2023-02-12,13000000.0,24500000,23450000,57,5,Tidak tertagih,110,1,11000000,13000000.0,DPK
2121,Pria,39,S1,Sudah menikah,Contract,4,28000000.0,2023-04-17,34083333.333333336,31500000,16250000,118,8,Tidak tertagih,471,1,11000000,34083333.333333336,Kurang lancar
2122,Wanita,57,D3,Sudah menikah,Retired,5,15500000.0,2023-01-04,15083333.333333334,4000000,2100000,151,8,Tidak tertagih,154,4,8000000,60333333.333333336,Diragukan
2123,Pria,49,S2,Sudah menikah,Full-time,4,19000000.0,2023-09-02,21083333.33333333,14500000,10950000,79,6,Tidak tertagih,242,1,10500000,21083333.33333333,DPK
2124,Pria,45,S1,Sudah menikah,Full-time,2,26000000.0,2023-07-23,34500000.0,33500000,16950000,4,1,Tertagih,638,0,11500000,0.0,DPK
2125,Wanita,75,S2,Sudah menikah,Retired,4,20000000.0,2023-05-18,16875000.0,1500000,850000,90,7,Tidak tertagih,202,1,8500000,16875000.0,DPK
2126,Pria,51,D3,Sudah menikah,Retired,4,10500000.0,2023-03-26,14458333.333333334,5000000,3700000,138,9,Tidak tertagih,344,2,5000000,28916666.666666668,Diragukan
2127,Wanita,72,S1,Sudah menikah,Retired,4,13000000.0,2023-03-13,13416666.666666666,13000000,10300000,153,11,Tidak tertagih,336,2,9000000,26833333.33333333,Diragukan
2128,Pria,68,D2,Sudah menikah,Retired,4,10500000.0,2023-04-18,16208333.333333334,16000000,9900000,38,3,Tertagih,234,1,19000000,16208333.333333334,DPK
2129,Pria,53,D1,Sudah menikah,Retired,4,10500000.0,2023-03-29,14458333.333333334,9500000,7950000,48,3,Tidak tertagih,204,1,7500000,14458333.333333334,DPK
2130,Pria,21,SMA,Belum menikah,Contract,2,10700000.0,2023-04-13,15375000.0,17500000,10950000,10,1,Tidak tertagih,244,0,6500000,0.0,DPK
2131,Wanita,74,D3,Sudah menikah,Retired,3,18500000.0,2023-06-19,17125000.0,18000000,14700000,97,5,Tidak tertagih,262,1,12000000,17125000.0,Kurang lancar
2132,Wanita,52,S1,Sudah menikah,Retired,3,18000000.0,2023-07-24,21208333.33333333,9500000,9250000,56,3,Tertagih,421,1,5000000,21208333.33333333,DPK
2133,Pria,55,D2,Sudah menikah,Retired,4,10500000.0,2023-04-11,16083333.333333334,6500000,4350000,20,1,Tertagih,327,1,19500000,16083333.333333334,DPK
2134,Pria,19,SMA,Belum menikah,Contract,1,7700000.0,2023-07-21,14041666.666666666,9500000,8350000,43,2,Tidak tertagih,472,2,5000000,28083333.33333333,DPK
2135,Pria,46,D1,Sudah menikah,Full-time,5,22500000.0,2023-09-09,18458333.33333333,25000000,21100000,107,6,Tidak tertagih,199,2,6500000,36916666.66666666,Kurang lancar
2136,Wanita,80,S1,Sudah menikah,Retired,3,17000000.0,2023-07-28,16500000.0,6000000,3200000,25,2,Tertagih,419,1,6000000,16500000.0,DPK
2137,Wanita,63,D3,Sudah menikah,Retired,5,15500000.0,2023-06-04,17125000.0,10000000,5100000,189,9,Tidak tertagih,252,3,7000000,51375000.0,Macet
2138,Wanita,72,S1,Sudah menikah,Retired,2,19000000.0,2023-01-24,14916666.666666666,15500000,13950000,91,7,Tidak tertagih,292,1,9000000,14916666.666666666,Kurang lancar
2139,Wanita,45,D1,Sudah menikah,Full-time,3,17500000.0,2023-07-18,14541666.666666666,24500000,18050000,118,6,Tidak tertagih,150,3,5000000,43625000.0,Kurang lancar
2140,Wanita,78,S2,Sudah menikah,Retired,4,13000000.0,2023-01-06,15750000.0,4500000,4150000,4,1,Tertagih,362,0,8500000,0.0,DPK
2141,Pria,55,S1,Sudah menikah,Retired,2,13000000.0,2023-07-21,13666666.666666666,9000000,8200000,29,2,Tertagih,487,1,12000000,13666666.666666666,DPK
2142,Pria,72,S1,Sudah menikah,Retired,4,13000000.0,2023-01-10,14583333.333333334,19000000,18100000,20,3,Tertagih,430,0,6500000,0.0,DPK
2143,Pria,59,S1,Sudah menikah,Retired,4,13000000.0,2023-02-08,13541666.666666666,9000000,7400000,9,1,Tertagih,391,0,4000000,0.0,DPK
2144,Wanita,57,S1,Sudah menikah,Retired,4,18000000.0,2023-04-03,17333333.333333332,12000000,9500000,154,9,Tidak tertagih,285,2,4000000,34666666.666666664,Diragukan
2145,Pria,45,S1,Sudah menikah,Full-time,3,24000000.0,2023-05-21,15500000.0,18000000,16300000,38,3,Tertagih,571,1,13500000,15500000.0,DPK
2146,Wanita,78,D3,Sudah menikah,Retired,4,15500000.0,2023-04-15,13916666.666666666,3000000,2600000,89,8,Tidak tertagih,197,2,10500000,27833333.33333333,DPK
2147,Wanita,68,D3,Sudah menikah,Retired,4,15500000.0,2023-02-04,17041666.666666668,29000000,28300000,117,9,Tidak tertagih,239,2,6500000,34083333.333333336,Kurang lancar
2148,Wanita,78,D2,Sudah menikah,Retired,4,10500000.0,2023-07-12,14791666.666666666,13500000,8150000,20,1,Tertagih,278,1,3500000,14791666.666666666,DPK
2149,Pria,34,S2,Sudah menikah,Full-time,4,19000000.0,2023-04-24,17291666.666666668,26000000,23700000,120,9,Tidak tertagih,162,2,8500000,34583333.333333336,Kurang lancar
2150,Pria,36,D1,Sudah menikah,Full-time,4,17500000.0,2023-03-01,17291666.666666668,13500000,9750000,96,5,Tidak tertagih,195,2,4000000,34583333.333333336,Kurang lancar
2151,Wanita,79,S3,Sudah menikah,Retired,2,18000000.0,2023-04-19,12791666.666666666,19000000,18900000,110,6,Tidak tertagih,105,2,5500000,25583333.33333333,Kurang lancar
2152,Pria,45,D3,Sudah menikah,Full-time,3,17500000.0,2023-02-13,13541666.666666666,6500000,5050000,59,4,Tertagih,591,2,7500000,27083333.33333333,DPK
2153,Pria,50,D1,Sudah menikah,Retired,5,17500000.0,2023-03-30,16750000.0,8000000,5900000,154,8,Tidak tertagih,240,2,13000000,33500000.0,Diragukan
2154,Pria,43,S1,Sudah menikah,Full-time,4,24000000.0,2023-06-05,17666666.666666668,10000000,8400000,157,8,Tidak tertagih,198,2,19000000,35333333.333333336,Diragukan
2155,Wanita,58,S1,Sudah menikah,Retired,2,13000000.0,2023-03-13,15833333.333333334,14500000,9250000,28,2,Tidak tertagih,364,1,5500000,15833333.333333334,DPK
2156,Pria,57,D3,Sudah menikah,Retired,4,10500000.0,2023-01-13,16041666.666666666,17000000,10200000,45,3,Tidak tertagih,369,1,6000000,16041666.666666666,DPK
2157,Pria,18,SMA,Belum menikah,Contract,0,5700000.0,2023-06-15,15041666.666666666,6500000,5850000,19,1,Tertagih,368,1,4500000,15041666.666666666,DPK
2158,Pria,51,S2,Sudah menikah,Retired,3,13000000.0,2023-09-02,14791666.666666666,15500000,11550000,46,4,Tertagih,475,1,4500000,14791666.666666666,DPK
2159,Pria,27,SMA,Belum menikah,Contract,3,8700000.0,2023-08-05,13750000.0,12000000,10600000,141,8,Tidak tertagih,220,2,8500000,27500000.0,Diragukan
2160,Pria,28,D1,Belum menikah,Full-time,1,16500000.0,2023-07-15,14666666.666666666,25500000,20350000,0,0,Tertagih,565,0,5500000,0.0,Lancar
2161,Wanita,69,D3,Sudah menikah,Retired,4,10500000.0,2023-05-05,14625000.0,19500000,15750000,23,1,Tidak tertagih,395,1,7000000,14625000.0,DPK
2162,Pria,24,D1,Belum menikah,Full-time,0,15500000.0,2023-08-22,9375000.0,24500000,17150000,44,2,Tertagih,632,1,5500000,9375000.0,DPK
2163,Wanita,77,D2,Sudah menikah,Retired,4,15500000.0,2023-03-04,17375000.0,7000000,4300000,116,9,Tidak tertagih,286,2,7500000,34750000.0,Kurang lancar
2164,Pria,23,D3,Belum menikah,Contract,0,10500000.0,2023-07-04,14791666.666666666,17500000,13450000,22,2,Tertagih,381,1,6000000,14791666.666666666,DPK
2165,Pria,52,D3,Sudah menikah,Retired,4,10500000.0,2023-08-09,14250000.0,5500000,5050000,23,1,Tertagih,243,1,4000000,14250000.0,DPK
2166,Wanita,76,D1,Sudah menikah,Retired,4,20500000.0,2023-04-04,17125000.0,27500000,26550000,103,7,Tidak tertagih,241,2,5000000,34250000.0,Kurang lancar
2167,Pria,26,D3,Belum menikah,Full-time,0,15500000.0,2023-08-09,16916666.666666668,11500000,6450000,162,8,Tidak tertagih,182,5,4000000,84583333.33333334,Diragukan
2168,Pria,57,D3,Sudah menikah,Retired,5,10500000.0,2023-01-09,14625000.0,4500000,3250000,7,2,Tidak tertagih,393,0,9500000,0.0,DPK
2169,Wanita,77,S3,Sudah menikah,Retired,4,13000000.0,2023-08-12,15791666.666666666,10500000,7050000,79,6,Tidak tertagih,300,1,15500000,15791666.666666666,DPK
2170,Pria,19,SMA,Belum menikah,Contract,2,7700000.0,2023-03-25,15958333.333333334,17500000,17350000,37,2,Tertagih,378,1,8000000,15958333.333333334,DPK
2171,Pria,37,D3,Sudah menikah,Full-time,4,22500000.0,2023-04-25,15583333.333333334,19000000,11900000,128,7,Tidak tertagih,154,2,12000000,31166666.666666668,Diragukan
2172,Pria,23,D3,Belum menikah,Full-time,0,20500000.0,2023-05-16,19166666.666666668,22000000,14600000,6,1,Tertagih,470,0,5500000,0.0,DPK
2173,Pria,23,D3,Belum menikah,Contract,0,10500000.0,2023-07-10,13750000.0,9000000,4500000,24,1,Tertagih,435,1,6500000,13750000.0,DPK
2174,Pria,35,S1,Sudah menikah,Full-time,3,19000000.0,2023-04-23,16833333.333333332,7500000,4950000,21,2,Tidak tertagih,128,1,9000000,16833333.333333332,DPK
2175,Wanita,58,S1,Sudah menikah,Retired,4,13000000.0,2023-01-10,15166666.666666666,7000000,4500000,15,2,Tertagih,310,0,12500000,0.0,DPK
2176,Pria,76,S1,Sudah menikah,Retired,3,13000000.0,2023-03-19,16833333.333333332,14000000,9100000,5,1,Tertagih,342,0,8000000,0.0,DPK
2177,Wanita,68,S2,Sudah menikah,Retired,3,18000000.0,2023-09-02,16625000.0,8000000,6400000,61,5,Tertagih,527,2,6000000,33250000.0,DPK
2178,Pria,28,D1,Belum menikah,Full-time,0,18500000.0,2023-05-05,16708333.333333334,14500000,10950000,90,5,Tidak tertagih,135,2,4500000,33416666.666666668,DPK
2179,Wanita,63,D3,Sudah menikah,Retired,4,10500000.0,2023-01-10,14041666.666666666,12000000,7500000,55,3,Tidak tertagih,344,1,7500000,14041666.666666666,DPK
2180,Wanita,63,S2,Sudah menikah,Retired,3,13000000.0,2023-02-28,15125000.0,13500000,7950000,21,1,Tertagih,305,1,7000000,15125000.0,DPK
2181,Pria,75,D1,Sudah menikah,Retired,4,10500000.0,2023-05-04,15000000.0,11500000,7250000,30,2,Tertagih,340,1,19500000,15000000.0,DPK
2182,Wanita,63,S1,Sudah menikah,Retired,4,13000000.0,2023-08-27,15625000.0,5000000,3600000,1,1,Tidak tertagih,357,0,7500000,0.0,DPK
2183,Wanita,80,S1,Sudah menikah,Retired,4,21000000.0,2023-05-28,14833333.333333334,28500000,22450000,86,6,Tidak tertagih,278,3,4500000,44500000.0,DPK
2184,Pria,33,D2,Sudah menikah,Full-time,3,17500000.0,2023-05-06,17333333.333333332,29000000,24900000,28,1,Tertagih,471,1,6000000,17333333.333333332,DPK
2185,Pria,71,S2,Sudah menikah,Retired,4,13000000.0,2023-02-19,16375000.0,17000000,16700000,29,3,Tertagih,442,0,7000000,0.0,DPK
2186,Wanita,77,S1,Sudah menikah,Retired,3,23000000.0,2023-07-26,16833333.333333332,4500000,4050000,9,1,Tertagih,510,0,11500000,0.0,DPK
2187,Wanita,39,D3,Sudah menikah,Full-time,4,17500000.0,2023-01-04,16333333.333333334,11500000,7550000,162,9,Tidak tertagih,175,4,9500000,65333333.333333336,Diragukan
2188,Pria,43,S2,Sudah menikah,Contract,3,19000000.0,2023-03-26,15791666.666666666,25000000,16600000,55,4,Tertagih,585,1,6500000,15791666.666666666,DPK
2189,Pria,22,SMA,Belum menikah,Contract,1,9700000.0,2023-06-13,15250000.0,19000000,10300000,80,7,Tidak tertagih,306,2,7500000,30500000.0,DPK
2190,Wanita,20,SD,Belum menikah,Not-employed,1,2600000.0,2023-02-20,4208333.333333333,10000000,9000000,100,6,Tidak tertagih,83,2,9500000,8416666.666666666,Kurang lancar
2191,Wanita,58,D3,Sudah menikah,Retired,5,15500000.0,2023-03-30,13833333.333333334,3000000,2000000,98,8,Tidak tertagih,118,1,8000000,13833333.333333334,Kurang lancar
2192,Pria,40,D1,Sudah menikah,Full-time,5,17500000.0,2023-06-23,15958333.333333334,19000000,10500000,104,6,Tidak tertagih,195,1,13500000,15958333.333333334,Kurang lancar
2193,Pria,36,D2,Sudah menikah,Full-time,3,17500000.0,2023-08-18,14125000.0,24500000,15350000,39,3,Tertagih,417,1,13500000,14125000.0,DPK
2194,Pria,34,S1,Sudah menikah,Full-time,3,24000000.0,2023-02-28,15916666.666666666,8000000,5900000,35,2,Tertagih,532,1,7500000,15916666.666666666,DPK
2195,Wanita,66,D1,Sudah menikah,Retired,5,15500000.0,2023-02-27,11750000.0,3000000,2200000,89,5,Tidak tertagih,256,1,11000000,11750000.0,DPK
